battle_id,battle_name,verification_status,verification_issue_flags,strict_gate_override,balanced_gate_override
battle_4534946,Battle of Mayi,verified_core,,1,1
battle_4626624,Han–Xiongnu Wars,verified_core,,1,1
battle_6469947,Siege of Numantia,verified_core,,1,1
battle_229562,First Servile War,verified_core,,1,1
battle_39899639,Han conquest of Dian,verified_core,,1,1
battle_1356252,Jewish–Roman wars,verified_core,,1,1
battle_79629525,Sunpadh Rebellion,verified_core,,1,1
battle_39871561,Han campaigns against Minyue,verified_core,,1,1
battle_82484704,Siege of Dong'ou,verified_core,,1,1
battle_54202353,Burnswark Hill,verified_core,,1,1
battle_6469951,Numantine War,verified_core,,1,1
battle_2462997,Battle of the Oenoparus,verified_core,,1,1
battle_31697331,Achaean War,verified_core,,1,1
battle_2924155,Battle of Corinth (146 BC),verified_core,,1,1
battle_42545487,Battle of Scarpheia,verified_core,,1,1
battle_36192780,Battle of Nepheris (147 BC),verified_core,,1,1
battle_36193794,Battle of the Port of Carthage,verified_core,,1,1
battle_3154899,Battle of Pydna (148 BC),verified_core,,1,1
battle_51804400,Battle of Lake Tunis,verified_core,,1,1
battle_266649,Siege of Carthage (Third Punic War),verified_core,,1,1
battle_57551,Third Punic War,verified_core,,1,1
battle_242356,Fourth Macedonian War,verified_core,,1,1
battle_68318828,Battle of Oroscopa,verified_core,,1,1
battle_356163,Rebellion of the Seven States,verified_core,,1,1
battle_6906723,Lusitanian Wars,verified_core,,1,1
battle_1066080,Battle of Elasa,verified_core,,1,1
battle_3158121,Battle of Adasa,verified_core,,1,1
battle_24968386,Battle of Vijithapura,verified_core,,1,1
battle_24344027,Roman–Parthian War of 161–166,verified_core,,1,1
battle_997586,Battle of Beth Zechariah,verified_core,,1,1
battle_60182017,Siege of Edessa (163),verified_core,,1,1
battle_3161575,Battle of Beth Zur,verified_core,,1,1
battle_11056490,Battle of Ctesiphon (165),verified_core,,1,1
battle_1219004,Battle of Emmaus,verified_core,,1,1
battle_60181825,Siege of Edessa (165),verified_core,,1,1
battle_3134442,Battle of Beth Horon (166 BC),verified_core,,1,1
battle_3891002,Marcomannic Wars,verified_core,,1,1
battle_12012137,Battle of the Ascent of Lebonah,verified_core,,1,1
battle_89348,Battle of Pydna,verified_core,,1,1
battle_74010056,Siege of Bassania,verified_core,,1,1
battle_56076826,Siege of Eucratideia,verified_core,,1,1
battle_43073087,Battle of Carnuntum,verified_core,,1,1
battle_3171968,Battle of Callinicus,verified_core,,1,1
battle_242354,Third Macedonian War,verified_core,,1,1
battle_13669453,Battle of Jwawon,verified_core,,1,1
battle_58552605,Dardanian–Bastarnic war,verified_core,,1,1
battle_23223203,Battle of Manlian Pass,verified_core,,1,1
battle_75336898,Shunga–Greek War,verified_core,,1,1
battle_6906551,First Celtiberian War,verified_core,,1,1
battle_27059644,Liang Province rebellion,verified_core,,1,1
battle_247676,Yellow Turban Rebellion,verified_core,,1,1
battle_12575824,Battle of Mount Olympus,verified_core,,1,1
battle_12156744,Galatian War,verified_core,,1,1
battle_264291,Battle of Magnesia,verified_core,,1,1
battle_3172074,Battle of Myonessus,verified_core,,1,1
battle_46781816,Battle of Venni,verified_core,,1,1
battle_16682497,Battle of Xingyang (190),verified_core,,1,1
battle_3122739,Battle of the Eurymedon (190 BC),verified_core,,1,1
battle_7348577,Campaign against Dong Zhuo,verified_core,,1,1
battle_66087144,Battle of Corycus,verified_core,,1,1
battle_779078,Battle of Jieqiao,verified_core,,1,1
battle_3131620,Battle of Thermopylae (191 BC),verified_core,,1,1
battle_12598168,Battle of Xiangyang (191),verified_core,,1,1
battle_18570214,Battle of Yangcheng,verified_core,,1,1
battle_63204052,Battle of Chang'an,verified_core,,1,1
battle_9476356,Roman–Seleucid war,verified_core,,1,1
battle_18352025,Battle of Fengqiu,verified_core,,1,1
battle_25792603,Battle of Mutina (193 BC),verified_core,,1,1
battle_3125814,Battle of Issus (194),verified_core,,1,1
battle_3172517,Battle of Placentia (194 BC),verified_core,,1,1
battle_12616314,Battle of Yan Province,verified_core,,1,1
battle_78942054,Roman–Parthian War of 194–198,verified_core,,1,1
battle_2993524,Siege of Gythium,verified_core,,1,1
battle_7996519,War against Nabis,verified_core,,1,1
battle_89309,Battle of Cynoscephalae,verified_core,,1,1
battle_2315588,Battle of Lugdunum,verified_core,,1,1
battle_18683791,Campaign against Yuan Shu,verified_core,,1,1
battle_79812805,Siege of Hatra (197–198),verified_core,,1,1
battle_7615332,War between Cao Cao and Zhang Xiu,verified_core,,1,1
battle_11056518,Battle of Ctesiphon (198),verified_core,,1,1
battle_8149150,Battle of Xiapi,verified_core,,1,1
battle_5612207,Battle of Yijing,verified_core,,1,1
battle_1647186,Battle of Baideng,verified_core,,1,1
battle_3175423,Battle of Cremona (200 BC),verified_core,,1,1
battle_245524,Battle of Guandu,verified_core,,1,1
battle_3158347,Battle of Panium,verified_core,,1,1
battle_242353,Second Macedonian War,verified_core,,1,1
battle_3158092,Battle of Chios (201 BC),verified_core,,1,1
battle_6080202,Battle of Lade (201 BC),verified_core,,1,1
battle_80402476,War of the Armenian Succession (201–200 BC),verified_core,,1,1
battle_8755756,Battle of Bowang,verified_core,,1,1
battle_31848054,Battle of Liyang,verified_core,,1,1
battle_164286,Battle of Zama,verified_core,,1,1
battle_8449910,Battle of Cirta,verified_core,,1,1
battle_9134974,Battle of Gaixia,verified_core,,1,1
battle_8449915,Battle of Insubria,verified_core,,1,1
battle_13637368,Battle of Utica (203 BC),verified_core,,1,1
battle_12589501,Battle of Xiakou,verified_core,,1,1
battle_7987808,Battle of the Great Plains,verified_core,,1,1
battle_3171882,Battle of Wei River,verified_core,,1,1
battle_32027329,Battle of Ye,verified_core,,1,1
battle_3122638,Battles of Kroton,verified_core,,1,1
battle_8450227,Siege of Utica,verified_core,,1,1
battle_60236241,Battle of Anyi,verified_core,,1,1
battle_3158074,Battle of Jingxing,verified_core,,1,1
battle_31224863,Battle of Pengcheng,verified_core,,1,1
battle_5687361,Cretan War (205–200 BC),verified_core,,1,1
battle_37135902,Battle of Carteia,verified_core,,1,1
battle_37133298,Battle of Carteia (naval),verified_core,,1,1
battle_2070168,Battle of Ilipa,verified_core,,1,1
battle_3101826,Battle of Grumentum,verified_core,,1,1
battle_3126625,Battle of Julu,verified_core,,1,1
battle_3117163,Battle of Mantinea (207 BC),verified_core,,1,1
battle_23602094,Battle of White Wolf Mountain,verified_core,,1,1
battle_1006880,Battle of the Metaurus,verified_core,,1,1
battle_2508549,Battle of Baecula,verified_core,,1,1
battle_351533,Battle of Changban,verified_core,,1,1
battle_17928375,Battle of Jiangling (208),verified_core,,1,1
battle_27738394,Battle of Jiangxia,verified_core,,1,1
battle_57689505,Battle of Petelia,verified_core,,1,1
battle_763392,Battle of Red Cliffs,verified_core,,1,1
battle_3383596,Battle of Yiling (208),verified_core,,1,1
battle_3167881,Battle of the Arius,verified_core,,1,1
battle_34200043,Siege of Bactra,verified_core,,1,1
battle_13755150,Battle of Canusium,verified_core,,1,1
battle_65427437,Battle of Mount Labus,verified_core,,1,1
battle_15735000,Battle of New Carthage,verified_core,,1,1
battle_14921000,Battle of Tarentum (209 BC),verified_core,,1,1
battle_1287206,Chen Sheng and Wu Guang uprising,verified_core,,1,1
battle_3172448,First Battle of Lamia,verified_core,,1,1
battle_3175292,Second Battle of Lamia,verified_core,,1,1
battle_3154852,Battle of Herdonia (210 BC),verified_core,,1,1
battle_3162710,Battle of Numistro,verified_core,,1,1
battle_28174303,Battle of Tong Pass,verified_core,,1,1
battle_3110207,Battle of the Upper Baetis,verified_core,,1,1
battle_3171634,Siege of Capua (211 BC),verified_core,,1,1
battle_15739120,Battle of Beneventum (212 BC),verified_core,,1,1
battle_3158003,Battle of Capua (212 BC),verified_core,,1,1
battle_3151909,Battle of Herdonia (212 BC),verified_core,,1,1
battle_8016197,Battle of Tarentum (212 BC),verified_core,,1,1
battle_3158056,Battle of the Silarus,verified_core,,1,1
battle_16773930,Battle of Lucheng,verified_core,,1,1
battle_35606863,Battle of Ruxu (213),verified_core,,1,1
battle_16722431,Siege of Jicheng,verified_core,,1,1
battle_3131557,Siege of Syracuse (213–212 BC),verified_core,,1,1
battle_9058832,Battle of Beneventum (214 BC),verified_core,,1,1
battle_3109220,Battle of Nola (214 BC),verified_core,,1,1
battle_40139308,Battle of Qi Mountains,verified_core,,1,1
battle_31575989,Battle of Xiaoyao Ford,verified_core,,1,1
battle_242352,First Macedonian War,verified_core,,1,1
battle_18152723,Battle of Ba,verified_core,,1,1
battle_5274098,Battle of Decimomannu,verified_core,,1,1
battle_5475423,Battle of Ibera,verified_core,,1,1
battle_3109201,Battle of Nola (215 BC),verified_core,,1,1
battle_18213024,Battle of Yangping,verified_core,,1,1
battle_35403013,Qin campaign against the Xiongnu,verified_core,,1,1
battle_157814,Battle of Cannae,verified_core,,1,1
battle_3109154,Battle of Nola (216 BC),verified_core,,1,1
battle_57836104,Battle of Silva Litana,verified_core,,1,1
battle_23737255,Parthian war of Caracalla,verified_core,,1,1
battle_8433338,Battle of Ager Falernus,verified_core,,1,1
battle_5126556,Battle of Ebro River,verified_core,,1,1
battle_9046912,Battle of Geronium,verified_core,,1,1
battle_349626,Battle of Lake Trasimene,verified_core,,1,1
battle_55298100,Battle of Leontion,verified_core,,1,1
battle_13125399,Battle of Nisibis (217),verified_core,,1,1
battle_927078,Battle of Raphia,verified_core,,1,1
battle_12598875,Battle of Ruxu (217),verified_core,,1,1
battle_31635657,Hanzhong Campaign,verified_core,,1,1
battle_17273443,Roman–Parthian Wars,verified_core,,1,1
battle_2462890,Battle of Antioch (218),verified_core,,1,1
battle_5126364,Battle of Cissa,verified_core,,1,1
battle_8449905,Battle of Lilybaeum,verified_core,,1,1
battle_1294942,Battle of Ticinus,verified_core,,1,1
battle_12962824,Battle of the Rhône Crossing,verified_core,,1,1
battle_238811,Battle of the Trebia,verified_core,,1,1
battle_28563,Second Punic War,verified_core,,1,1
battle_2908061,Battle of Fancheng,verified_core,,1,1
battle_16758705,Battle of Han River,verified_core,,1,1
battle_4766651,Battle of Mount Dingjun,verified_core,,1,1
battle_5836293,Siege of Saguntum,verified_core,,1,1
battle_55352287,Lyttian War,verified_core,,1,1
battle_23497381,Social War (220–217 BC),verified_core,,1,1
battle_255296,Battle of Xiaoting,verified_core,,1,1
battle_25215061,Qin campaign against the Baiyue,verified_core,,1,1
battle_3134487,Battle of Clastidium,verified_core,,1,1
battle_35255565,Battle of Dongkou,verified_core,,1,1
battle_2011100,Battle of Sellasia,verified_core,,1,1
battle_10380111,Battle of Hormozdgan,verified_core,,1,1
battle_3167375,Battle of Faesulae (225 BC),verified_core,,1,1
battle_2472426,Battle of Telamon,verified_core,,1,1
battle_593999,Zhuge Liang's Southern Campaign,verified_core,,1,1
battle_4876325,Battle of Dyme,verified_core,,1,1
battle_27035240,Battle of Mount Lycaeum,verified_core,,1,1
battle_13057967,Xincheng Rebellion,verified_core,,1,1
battle_475966,Battle of Jieting,verified_core,,1,1
battle_5915229,Battle of Shiting,verified_core,,1,1
battle_12729264,Tianshui revolts,verified_core,,1,1
battle_994822,Zhuge Liang's Northern Expeditions,verified_core,,1,1
battle_79153116,Ardashir I's Siege of Hatra,verified_core,,1,1
battle_43832977,Battle of Paxos,verified_core,,1,1
battle_38790589,Battle of the Harpasus,verified_core,,1,1
battle_12833892,Cleomenean War,verified_core,,1,1
battle_74084196,First Mesopotamian campaign of Ardashir I,verified_core,,1,1
battle_1181524,Illyrian Wars,verified_core,,1,1
battle_42523928,Invasions of Epidamnus,verified_core,,1,1
battle_12697212,Siege of Chencang,verified_core,,1,1
battle_42514748,Battle of Phoenice,verified_core,,1,1
battle_23565461,Qin's wars of unification,verified_core,,1,1
battle_42517926,Siege of Issa,verified_core,,1,1
battle_69916915,Ziwu Campaign,verified_core,,1,1
battle_45305445,Battle of Hefei (231),verified_core,,1,1
battle_36831150,Battle of Mount Qi,verified_core,,1,1
battle_42513975,Siege of Medion,verified_core,,1,1
battle_73586873,Sasanian campaign of Severus Alexander,verified_core,,1,1
battle_31575992,Battle of Hefei (233),verified_core,,1,1
battle_31575993,Battle of Hefei (234),verified_core,,1,1
battle_6606251,Battle of Wuzhang Plains,verified_core,,1,1
battle_25177352,Battle at the Harzhorn,verified_core,,1,1
battle_3019689,Gothic wars,verified_core,,1,1
battle_79661948,Second Mesopotamian campaign of Ardashir I,verified_core,,1,1
battle_39140192,Siege of Nisibis (237),verified_core,,1,1
battle_64471347,Battle of Aphrodisium,verified_core,,1,1
battle_3134362,Battle of Carthage (238),verified_core,,1,1
battle_65007884,Battle of Leptis Parva,verified_core,,1,1
battle_4659200,Battle of the Saw,verified_core,,1,1
battle_26630447,Seleucid–Parthian Wars,verified_core,,1,1
battle_40167515,Siege of Aquileia,verified_core,,1,1
battle_24515871,Siege of Tunis (Mercenary War),verified_core,,1,1
battle_27655775,Sima Yi's Liaodong campaign,verified_core,,1,1
battle_38800791,Battle of Ancyra,verified_core,,1,1
battle_3128569,Battle of Utica,verified_core,,1,1
battle_2263165,Battle of the Bagradas River (240 BC),verified_core,,1,1
battle_60244524,Fall of Hatra,verified_core,,1,1
battle_12846835,Jiang Wei's Northern Expeditions,verified_core,,1,1
battle_80201568,Shapur I's first Roman campaign,verified_core,,1,1
battle_73352718,Battle of Fancheng (241),verified_core,,1,1
battle_45306432,Battle of Quebei,verified_core,,1,1
battle_468676,Battle of the Aegates,verified_core,,1,1
battle_37272121,Battle of the Caecus River,verified_core,,1,1
battle_869748,Mercenary War,verified_core,,1,1
battle_79175712,Sasanian campaign of Gordian III,verified_core,,1,1
battle_3158640,Battle of Resaena,verified_core,,1,1
battle_6023888,Battle of Misiche,verified_core,,1,1
battle_17213691,Battle of Xingshi,verified_core,,1,1
battle_11782884,Goguryeo–Wei War,verified_core,,1,1
battle_7629163,Battle of Andros (246 BC),verified_core,,1,1
battle_71563472,Gothic War (248–253),verified_core,,1,1
battle_468671,Battle of Drepana,verified_core,,1,1
battle_59866139,Battle of Phintias,verified_core,,1,1
battle_46246853,Battle of Verona (249),verified_core,,1,1
battle_46662966,Battle of Beroe,verified_core,,1,1
battle_46247103,Battle of Nicopolis ad Istrum,verified_core,,1,1
battle_3109105,Battle of Panormus,verified_core,,1,1
battle_36183137,Siege of Lilybaeum (250–241 BC),verified_core,,1,1
battle_3172285,Siege of Philippopolis (250),verified_core,,1,1
battle_4975,Battle of Abritus,verified_core,,1,1
battle_23341750,Three Rebellions in Shouchun,verified_core,,1,1
battle_35030087,Wang Ling's Rebellion,verified_core,,1,1
battle_6024084,Battle of Barbalissos,verified_core,,1,1
battle_57087186,Siege of Nisibis (252),verified_core,,1,1
battle_35048389,Battle of Dongxing,verified_core,,1,1
battle_31575995,Battle of Hefei (253),verified_core,,1,1
battle_50823952,Battle of Interamna Nahars,verified_core,,1,1
battle_39147951,Siege of Antioch (253),verified_core,,1,1
battle_79138068,Siege of Emesa (253),verified_core,,1,1
battle_9978816,Battle of Thermopylae (254),verified_core,,1,1
battle_58021010,Siege of Thessalonica (254),verified_core,,1,1
battle_17233478,Battle of Didao,verified_core,,1,1
battle_1365560,Battle of the Bagradas River (255 BC),verified_core,,1,1
battle_34966357,Guanqiu Jian and Wen Qin's Rebellion,verified_core,,1,1
battle_51240628,Roman withdrawal from Africa (255 BC),verified_core,,1,1
battle_20681480,Siege of Aspis,verified_core,,1,1
battle_3109037,Battle of Adys,verified_core,,1,1
battle_465846,Battle of Cape Ecnomus,verified_core,,1,1
battle_39831094,Siege of Dura-Europos (256),verified_core,,1,1
battle_1591898,Battle of Tyndaris,verified_core,,1,1
battle_23567330,Zhuge Dan's Rebellion,verified_core,,1,1
battle_3171807,Battle of Sulci,verified_core,,1,1
battle_54519130,Battle of Handan,verified_core,,1,1
battle_8009553,Battle of Mediolanum,verified_core,,1,1
battle_57795031,Battle of Thermae,verified_core,,1,1
battle_78950559,Odaenathus' Sasanian campaigns,verified_core,,1,1
battle_3034317,Battle of Edessa,verified_core,,1,1
battle_464647,Battle of Mylae,verified_core,,1,1
battle_464643,Battle of the Lipari Islands,verified_core,,1,1
battle_39765329,Siege of Caesarea in Cappadocia (260),verified_core,,1,1
battle_3162971,Battle of Cos,verified_core,,1,1
battle_1973930,Kalinga War,verified_core,,1,1
battle_397211,Battle of Agrigentum,verified_core,,1,1
battle_279551,Battle of Changping,verified_core,,1,1
battle_39765969,Battle of Ctesiphon (263),verified_core,,1,1
battle_73058409,Jiao Province Campaign,verified_core,,1,1
battle_20695146,Battle of Messana,verified_core,,1,1
battle_11427,First Punic War,verified_core,,1,1
battle_24417,Punic Wars,verified_core,,1,1
battle_73031923,Siege of Yong'an,verified_core,,1,1
battle_36107523,Zhong Hui's Rebellion,verified_core,,1,1
battle_69484067,Zhao–Xiongnu War,verified_core,,1,1
battle_2150157,Chremonidean War,verified_core,,1,1
battle_51306,Battle of Lake Benacus,verified_core,,1,1
battle_47928,Battle of Naissus,verified_core,,1,1
battle_50844058,Siege of Augustodunum Haeduorum,verified_core,,1,1
battle_73075708,Tufa Shujineng's Rebellion,verified_core,,1,1
battle_3158506,Battle of Fano,verified_core,,1,1
battle_2899174,Battle of Pavia (271),verified_core,,1,1
battle_3122832,Battle of Placentia (271),verified_core,,1,1
battle_63430383,Battle of Argos,verified_core,,1,1
battle_3161718,Battle of Emesa,verified_core,,1,1
battle_3172224,Battle of Immae,verified_core,,1,1
battle_73025627,Battle of Xiling,verified_core,,1,1
battle_18508525,Siege of Sparta,verified_core,,1,1
battle_46662926,Siege of Tyana (272),verified_core,,1,1
battle_3129531,Battle of Châlons (274),verified_core,,1,1
battle_38772872,Battle of the Aous (274 BC),verified_core,,1,1
battle_1905296,Battle of Beneventum (275 BC),verified_core,,1,1
battle_34167903,Battle of the Strait of Messina,verified_core,,1,1
battle_38755479,Battle of Lysimachia,verified_core,,1,1
battle_34167455,Battle of the Cranita hills,verified_core,,1,1
battle_34171338,Siege of Lilybaeum (c. 277 BC),verified_core,,1,1
battle_44996899,Siege of Syracuse (278 BC),verified_core,,1,1
battle_1226765,Battle of Asculum,verified_core,,1,1
battle_9978674,Battle of Thermopylae (279 BC),verified_core,,1,1
battle_641254,Battle of Heraclea,verified_core,,1,1
battle_637649,Battle of Corupedium,verified_core,,1,1
battle_1393860,Pyrrhic War,verified_core,,1,1
battle_3154809,Battle of Populonia,verified_core,,1,1
battle_3154480,Battle of Lake Vadimon (283 BC),verified_core,,1,1
battle_79027452,Carus' Sasanian campaign,verified_core,,1,1
battle_3153659,Battle of Arretium,verified_core,,1,1
battle_3134173,Battle of the Margus,verified_core,,1,1
battle_38795086,Siege of Athens (287 BC),verified_core,,1,1
battle_38756204,Siege of Thebes (292–291 BC),verified_core,,1,1
battle_3166553,Battle of Aquilonia,verified_core,,1,1
battle_6668713,Battle of Yique,verified_core,,1,1
battle_1044490,Battle of Sentinum,verified_core,,1,1
battle_39765753,Battle of Carrhae (296),verified_core,,1,1
battle_78963602,Galerius' Sasanian campaigns,verified_core,,1,1
battle_21803081,Battle of Tifernum,verified_core,,1,1
battle_1044500,Battle of Camerinum,verified_core,,1,1
battle_3167577,Battle of Lingones,verified_core,,1,1
battle_28800529,Battle of Satala (298),verified_core,,1,1
battle_3172263,Battle of Vindonissa,verified_core,,1,1
battle_48639431,Battle of Chuisha,verified_core,,1,1
battle_637489,Battle of Ipsus,verified_core,,1,1
battle_3151873,Battle of Bovianum,verified_core,,1,1
battle_30525458,Seleucid–Mauryan War,verified_core,,1,1
battle_859601,Siege of Rhodes (305–304 BC),verified_core,,1,1
battle_890934,Battle of Salamis (306 BC),verified_core,,1,1
battle_55252777,Battle of Lake Maeotis,verified_core,,1,1
battle_62419680,Battle of the 25 of Abu,verified_core,,1,1
battle_53590355,Siege of Siracena,verified_core,,1,1
battle_62588097,Third siege of Babylon,verified_core,,1,1
battle_3171805,Battle of Lake Vadimo (310 BC),verified_core,,1,1
battle_44225556,Battle of White Tunis,verified_core,,1,1
battle_27825871,Battle of the River Thatis,verified_core,,1,1
battle_53590835,Bosporan Civil War,verified_core,,1,1
battle_62529563,Second siege of Babylon,verified_core,,1,1
battle_18704489,Babylonian War,verified_core,,1,1
battle_77112653,Battle of Myus,verified_core,,1,1
battle_80158562,Battle of Ningping,verified_core,,1,1
battle_2218963,Battle of the Himera River (311 BC),verified_core,,1,1
battle_62426598,Battle of the Tigris,verified_core,,1,1
battle_62447361,First siege of Babylon,verified_core,,1,1
battle_44182365,Siege of Syracuse (311–309 BC),verified_core,,1,1
battle_51035921,Antigonid–Nabataean confrontations,verified_core,,1,1
battle_71659978,Battle of Brescia (312),verified_core,,1,1
battle_1228672,Battle of Gaza (312 BC),verified_core,,1,1
battle_80609070,Battle of Jinyang (312),verified_core,,1,1
battle_3106112,Battle of Turin (312),verified_core,,1,1
battle_3169767,Battle of Verona (312),verified_core,,1,1
battle_80581963,Battle of Xiangguo (312),verified_core,,1,1
battle_49532,Battle of the Milvian Bridge,verified_core,,1,1
battle_80577117,Gepo Campaign,verified_core,,1,1
battle_71811306,Siege of Segusio,verified_core,,1,1
battle_3133993,Battle of Tzirallum,verified_core,,1,1
battle_3151840,Battle of Lautulae,verified_core,,1,1
battle_3166672,Battle of Cibalae,verified_core,,1,1
battle_80604213,Battle of Diancheng,verified_core,,1,1
battle_1997312,Battle of Gabiene,verified_core,,1,1
battle_3168245,Battle of Mardia,verified_core,,1,1
battle_60551953,Battle of Byzantium,verified_core,,1,1
battle_1995392,Battle of Paraitakene,verified_core,,1,1
battle_60625347,Siege of Megalopolis,verified_core,,1,1
battle_60544495,Battle of Cretopolis,verified_core,,1,1
battle_60427505,Battle of Orkynia,verified_core,,1,1
battle_11429068,Goguryeo–Yan Wars,verified_core,,1,1
battle_12137626,Second War of the Diadochi,verified_core,,1,1
battle_1368607,Battle of the Caudine Forks,verified_core,,1,1
battle_45159220,Battle of the Hellespont (321 BC),verified_core,,1,1
battle_31007187,Battle of Amorgos,verified_core,,1,1
battle_746036,Battle of Crannon,verified_core,,1,1
battle_34198922,Battle of Melitaea,verified_core,,1,1
battle_45339176,Battle of the Echinades (322 BC),verified_core,,1,1
battle_637630,Wars of the Diadochi,verified_core,,1,1
battle_34199576,Battle of Plataea (323 BC),verified_core,,1,1
battle_34199696,Battle of Thermopylae (323 BC),verified_core,,1,1
battle_947807,Lamian War,verified_core,,1,1
battle_30525038,Nanda–Mauryan War,verified_core,,1,1
battle_58178514,Siege of Lamia,verified_core,,1,1
battle_3110360,Battle of Adrianople (324),verified_core,,1,1
battle_2281210,Battle of Chrysopolis,verified_core,,1,1
battle_3134118,Battle of the Hellespont,verified_core,,1,1
battle_68508913,Siege of Byzantium (324),verified_core,,1,1
battle_62854196,Battle of Imbrinium,verified_core,,1,1
battle_39166590,Shapur II's Arab campaign,verified_core,,1,1
battle_720543,Battle of the Hydaspes,verified_core,,1,1
battle_51509564,Siege of Mogilev,verified_core,,1,1
battle_23752873,Indian campaign of Alexander the Great,verified_core,,1,1
battle_898313,Siege of the Sogdian Rock,verified_core,,1,1
battle_80154795,Battle of Luoyang (328–329),verified_core,,1,1
battle_27637254,Battle of Jaxartes,verified_core,,1,1
battle_34185030,Siege of Cyropolis,verified_core,,1,1
battle_10462539,Battle of the Persian Gate,verified_core,,1,1
battle_241926,Battle of Gaugamela,verified_core,,1,1
battle_3120012,Battle of Megalopolis,verified_core,,1,1
battle_3130557,Battle of Pandosia,verified_core,,1,1
battle_32279399,Battle of the Uxian Defile,verified_core,,1,1
battle_15296493,Siege of Gaza (332 BC),verified_core,,1,1
battle_1194909,Siege of Tyre (332 BC),verified_core,,1,1
battle_227322,Battle of Issus,verified_core,,1,1
battle_746024,Battle of the Granicus,verified_core,,1,1
battle_20474118,Siege of Halicarnassus,verified_core,,1,1
battle_21743789,Siege of Miletus,verified_core,,1,1
battle_23751456,Balkan campaign of Alexander the Great,verified_core,,1,1
battle_32396428,Battle of Thebes,verified_core,,1,1
battle_76309226,Gupta–Saka Wars,verified_core,,1,1
battle_32369190,Siege of Pelium,verified_core,,1,1
battle_335028,Wars of Alexander the Great,verified_core,,1,1
battle_57224032,Perso-Roman wars of 337–361,verified_core,,1,1
battle_745994,Battle of Chaeronea (338 BC),verified_core,,1,1
battle_80202681,Battle of Jicheng (338),verified_core,,1,1
battle_62766690,Battle of Pedum (338 BC),verified_core,,1,1
battle_2047162,Battle of the Crimissus,verified_core,,1,1
battle_3154315,Battle of Trifanum,verified_core,,1,1
battle_3580658,Latin War,verified_core,,1,1
battle_1441381,Battle of Maling,verified_core,,1,1
battle_2204613,Battle of Mount Gaurus,verified_core,,1,1
battle_36300523,Battle of Saticula,verified_core,,1,1
battle_9125361,Battle of Suessula,verified_core,,1,1
battle_169161,Samnite Wars,verified_core,,1,1
battle_3167547,Battle of Singara (344),verified_core,,1,1
battle_44994160,Siege of Syracuse (343 BC),verified_core,,1,1
battle_5687806,Foreign War,verified_core,,1,1
battle_22881682,Battle of Xiangguo (350–351),verified_core,,1,1
battle_24220548,Roman civil war of 350–353,verified_core,,1,1
battle_68795549,Siege of Nisibis (350),verified_core,,1,1
battle_3134076,Battle of Mursa Major,verified_core,,1,1
battle_22985013,Battle of Liantai,verified_core,,1,1
battle_2636663,Battle of Crocus Field,verified_core,,1,1
battle_3154284,Battle of Mons Seleucus,verified_core,,1,1
battle_1441348,Battle of Guiling,verified_core,,1,1
battle_22985167,Huan Wen's Northern Expeditions,verified_core,,1,1
battle_9125598,Battle of Brumath,verified_core,,1,1
battle_3163231,Battle of Durocortorum,verified_core,,1,1
battle_14220546,Battle of Embata,verified_core,,1,1
battle_9125529,Siege of Autun (356),verified_core,,1,1
battle_9125639,Siege of Senonae,verified_core,,1,1
battle_9790851,Third Sacred War,verified_core,,1,1
