battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence,recovery_source,recovery_side_raw_text
battle_12025263,Emperor Taizong's campaign against the Western Regions,640,the Tang campaigns against the Western Turks,Qu Zhisheng,Qu Zhisheng,https://en.wikipedia.org/wiki/Qu_Zhisheng,side_b,"640: Karakhoja 644: Karasahr 648: Karasahr, Kucha Western Turkic Khaganate",unknown,,,Tarim Basin,,,,,https://en.wikipedia.org/wiki/Emperor_Taizong%27s_campaign_against_the_Western_Regions,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,640: Qu Zhisheng 644: Long Tuqizhi 648: Long Xuepo'anazhi (Karasahr) Haripushpa (Kucha) Nali (Kucha)
battle_39786201,Tang campaign against Kucha,648,the Tang campaign against the oasis states,Guo Xiaoke,Guo Xiaoke,https://en.wikipedia.org/wiki/Guo_Xiaoke,side_a,Tang dynasty,unknown,,,Tarim Basin,"100,000 Tiele horsemen Unknown number of Tang infantry","50,000 Kucha soldiers ~10,000 Turkic reinforcements","2,000","12,000 killed, tens of thousands captured",https://en.wikipedia.org/wiki/Tang_campaign_against_Kucha,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Emperor Taizong of Tang Ashina She'er Qibi Heli Guo Xiaoke
battle_54519589,Battle of Changshao,684,Battle of Changshao,Cao Gui,Cao Gui,https://en.wikipedia.org/wiki/Cao_Gui,side_b,State of Lu,unknown,,,"Changshao, near today's Laiwu, Shandong province of China",,,,,https://en.wikipedia.org/wiki/Battle_of_Changshao,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Duke Zhuang of Lu Cao Gui
battle_11943246,Siege of Yongqiu,756,the An Shi Rebellion,Jia Bi,Jia Bi,https://en.wikipedia.org/wiki/Jia_Bi,side_a,Tang dynasty,unknown,,,"Yongqiu, China","2,000 4,000 (extended siege)","40,000 100,000 (extended siege)","Less than 500 Less than 1,500 (extended siege)","20,000+ 63,500+ (extended siege)",https://en.wikipedia.org/wiki/Siege_of_Yongqiu,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Zhang Xun Jia Bi
battle_35859057,Battle of Lutos,794,the Reconquista,Abd al-Karim ibn Abd al-Walid ibn Mugaith,Abd al-Karim ibn Abd al-Walid ibn Mugaith,https://en.wikipedia.org/wiki/Abd_al-Karim_ibn_Abd_al-Walid_ibn_Mugaith,side_b,Emirate of Córdoba,unknown,,,"Asturias, Spain",,,UnknownCollins 2014,Unknown,https://en.wikipedia.org/wiki/Battle_of_Lutos,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Abd al-Malik ibn Abd al-Walid ibn Mugaith Collins 2014 Abd al-Karim ibn Abd al-Walid ibn Mugaith
battle_78203846,Hindu Shahi–Saffarid wars,870,Hindu Shahi–Saffarid wars,Lalliya,Lalliya,https://en.wikipedia.org/wiki/Lalliya,side_a,Hindu Shahis Lawik dynasty,unknown,,,"Kabul, Ghazni",Unknown,Unknown,Unknown,Unknown,https://en.wikipedia.org/wiki/Hindu_Shahi%E2%80%93Saffarid_wars,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Samanta Lalliya Toramana Asata
battle_78203846,Hindu Shahi–Saffarid wars,870,Hindu Shahi–Saffarid wars,Khudarayaka,Khudarayaka,https://en.wikipedia.org/wiki/Khudarayaka,side_b,Saffarid dynasty,unknown,,,"Kabul, Ghazni",Unknown,Unknown,Unknown,Unknown,https://en.wikipedia.org/wiki/Hindu_Shahi%E2%80%93Saffarid_wars,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Ya'qub ibn al-Layth Khudarayaka Amr ibn al-Layth Fardaghin
battle_28151059,Battle of the Holme,902,Æthelwold's Revolt,Æthelwold,Æthelwold,https://en.wikipedia.org/wiki/%C3%86thelwold,side_a,Danelaw (Viking Northumbria) East Anglia,unknown,,,"Possibly Holme, Huntingdonshire",Unknown,Unknown,Unknown,Unknown,https://en.wikipedia.org/wiki/Battle_of_the_Holme,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Æthelwold Eohric Beorthtsige Beornoth Ysopa Ocytel
battle_50225888,Battle of Lenzen,929,Battle of Lenzen,Thietmar of Merseburg,Thietmar of Merseburg,https://en.wikipedia.org/wiki/Thietmar_of_Merseburg,side_a,Kingdom of Germany Duchy of Saxony,unknown,,,"Lenzen, Brandenburg, Germany",Unknown,Unknown,Heavy,Entire force,https://en.wikipedia.org/wiki/Battle_of_Lenzen,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Bernhard Thietmar of Merseburg
battle_49403106,Varendra rebellion,1075,,Dibyak,Dibyak,https://en.wikipedia.org/wiki/Dibyak,side_a,Cāsi Kaivarta,unknown,,,"Varendra (present day Dinajpur, Malda and Rajshahi regions)",,,,,https://en.wikipedia.org/wiki/Varendra_rebellion,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Dibyak (Divya) Rudok Bhima
battle_49403106,Varendra rebellion,1075,,Bhima,Bhima,https://en.wikipedia.org/wiki/Bhima_%28Varendra_king%29,side_a,Cāsi Kaivarta,unknown,,,"Varendra (present day Dinajpur, Malda and Rajshahi regions)",,,,,https://en.wikipedia.org/wiki/Varendra_rebellion,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Dibyak (Divya) Rudok Bhima
battle_2422391,Mahdia campaign of 1087,1087,Mahdia Campaign,Pantaleon of Amalfi,Pantaleon of Amalfi,https://en.wikipedia.org/wiki/Pantaleon_of_Amalfi,side_a,Pisa and Genoa Supported by Victor III,unknown,,,"Mahdia, Tunis",300–400 ships,Unknown,Unknown,Heavy extensively looted,https://en.wikipedia.org/wiki/Mahdia_campaign_of_1087,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Ugo of Pisa Pantaleon of Amalfi
battle_1979067,Siege of Lisbon,1147,the Portuguese Reconquista and the Second Crusade,Andrew of London,Andrew of London,https://en.wikipedia.org/wiki/Andrew_of_London_%28Second_Crusade%29,side_a,22px|border Portugal 20px Crusaders,unknown,,,"Lisbon, Portugal","20,000 7,400 Portuguese 6,400 English and Normans 5,400 Germans 2,400 Flemings and French","~15,000",,,https://en.wikipedia.org/wiki/Siege_of_Lisbon,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,"Afonso I of Portugal Hervey de Glanvill Arnout IV, Count of Aarschot Christian of Ghistelles Simon of Dover Andrew of London Saher of Archelle William Longsword"
battle_69857604,Battle of the Blacks,1169,Battle of the Blacks,Saladin,Pro-Fatimid conspiracy against Saladin,https://en.wikipedia.org/wiki/Pro-Fatimid_conspiracy_against_Saladin,side_b,Saladin's Syrian forces,unknown,,,"Cairo, Egypt",Unknown,"50,000Bacharach 1981Brett 2017",Heavy,Army annihilatedEhrenkreutz 1972Lev 1999Halm 2014Lyons Jackson 1982,https://en.wikipedia.org/wiki/Battle_of_the_Blacks,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Saladin Turan-Shah
battle_57744505,Siege of Derbent,1173,Caspian expeditions of the Rus',Bek-Bars b. Muzaffar,Bek-Bars b. Muzaffar,https://en.wikipedia.org/wiki/Bek-Bars_b._Muzaffar,side_b,Rus' Alans Kipchaks,unknown,,,"Derbent, Alania",73 ships,Unknown,,,https://en.wikipedia.org/wiki/Siege_of_Derbent,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Bek-Bars b. Muzaffar
battle_27543083,Battle of Iconium (1190),1190,the Third Crusade,Frederick,History of the Expedition of the Emperor Frederick,https://en.wikipedia.org/wiki/History_of_the_Expedition_of_the_Emperor_Frederick,side_a,Holy Roman Empire Duchy of Bohemia Duchy of Swabia Kingdom of Hungary,unknown,,,"Iconium (modern day Konya, Turkey)","12,000–20,000Loud 2010Bachrach Bachrach 2017 2,000Konstam 2004","Larger than the CrusadersTyerman 2006""After desperate fighting involving the Emperor himself, the Turks outside the city were defeated, apparently against numerical odds, leaving Iconium at the mercy of German pillaging and looting"".Tyerman 2006",Unknown,"Field army: 3,000 killedLoud 2010Garrison: all killed or captured 20 nobles taken hostage",https://en.wikipedia.org/wiki/Battle_of_Iconium_%281190%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Frederick I Holy Roman Emperor Frederick VI Duke of Swabia Děpolt II Bohemian Nobleman Géza Prince of Hungary
battle_27543083,Battle of Iconium (1190),1190,the Third Crusade,Děpolt II,Děpolt II,https://en.wikipedia.org/wiki/D%C4%9Bpolt_II,side_a,Holy Roman Empire Duchy of Bohemia Duchy of Swabia Kingdom of Hungary,unknown,,,"Iconium (modern day Konya, Turkey)","12,000–20,000Loud 2010Bachrach Bachrach 2017 2,000Konstam 2004","Larger than the CrusadersTyerman 2006""After desperate fighting involving the Emperor himself, the Turks outside the city were defeated, apparently against numerical odds, leaving Iconium at the mercy of German pillaging and looting"".Tyerman 2006",Unknown,"Field army: 3,000 killedLoud 2010Garrison: all killed or captured 20 nobles taken hostage",https://en.wikipedia.org/wiki/Battle_of_Iconium_%281190%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Frederick I Holy Roman Emperor Frederick VI Duke of Swabia Děpolt II Bohemian Nobleman Géza Prince of Hungary
battle_36263886,Siege of Trebizond (1222–1223),1222,Siege of Trebizond,Melik,Melik,https://en.wikipedia.org/wiki/Melik,side_b,Sultanate of Rum,unknown,,,Trebizond,,,,,https://en.wikipedia.org/wiki/Siege_of_Trebizond_%281222%E2%80%931223%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Melik
battle_33976126,Siege of Montségur,1243,Albigensian Crusade,Hugues des Arcis,Hugues des Arcis,https://en.wikipedia.org/wiki/Hugues_des_Arcis,side_a,Kingdom of France Crusaders,unknown,,,"Château de Montségur, Pays d'Olmes, Occitania","~2,000",~100,,At least 9 dead,https://en.wikipedia.org/wiki/Siege_of_Monts%C3%A9gur,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Hugues des Arcis Pere Amiel Durand de Belcaire
battle_40304356,Battle of Memel (1257),1257,the Livonian Crusade,Alminas,Alminas,https://en.wikipedia.org/wiki/Alminas,side_b,Samogitians,unknown,,,Near Memel (Klaipėda),N/A,"40 knights, 500 Curonians",N/A,12 knights,https://en.wikipedia.org/wiki/Battle_of_Memel_%281257%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Alminas
battle_27239063,Rebellion of Arbanon,1257,Rebellion of Arbanon Kryengritja e Arbërit,Golem of Kruja,Golem of Kruja,https://en.wikipedia.org/wiki/Golem_of_Kruja,side_a,Principality of Arbanon,indecisive,,,Modern Central Albania,,,Unknown,Unknown,https://en.wikipedia.org/wiki/Rebellion_of_Arbanon,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Golem of Kruja
battle_54274916,Siege of Diaoyucheng,1259,the Mongol conquest of the Song dynasty,Wang Dechen,Wang Dechen,https://en.wikipedia.org/wiki/Wang_Dechen,side_a,Mongol Empire,unknown,,,"Hechuan, Chongqing, China","100,000+","20,000–30,000",,,https://en.wikipedia.org/wiki/Siege_of_Diaoyucheng,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Möngke Khan Wang Dechen
battle_25292939,Battle of Colle Val d'Elsa,1269,Guelphs and Ghibellines,Provenzano Salvani,Provenzano Salvani,https://en.wikipedia.org/wiki/Provenzano_Salvani,side_a,Ghibellines: Siena,unknown,,,"near Colle di Val d'Elsa, Tuscany present-day Italy","9,400 1,400 cavalry 8,000 infantry","1,100 800 cavalry 300 infantry",Heavy,,https://en.wikipedia.org/wiki/Battle_of_Colle_Val_d%27Elsa,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Provenzano Salvani
battle_64151820,Battle of Kār Ištar,1280,Assyrian-Kassite Wars,Adad-nirari I,Adad-nirari I,https://en.wikipedia.org/wiki/Adad-nirari_I,side_a,Assyria,victory,,,Kār Ištar,Unknown,Unknown,Unknown,"Unknown, likely higher",https://en.wikipedia.org/wiki/Battle_of_K%C4%81r_I%C5%A1tar,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Adad-nirari I
battle_47032918,Siege of Villa di Chiesa,1323,Aragonese conquest of Sardinia,Alfonso IV of Aragon,Alfonso IV of Aragon,https://en.wikipedia.org/wiki/Alfonso_IV_of_Aragon,side_a,Crown of Aragon Giudicato of Arborea,unknown,,,"Iglesias, Sardinia","1,000+ several siege engines",250 knights 272 men-at-arms 128 archers 600 townsfolk,Heavy,Unknown,https://en.wikipedia.org/wiki/Siege_of_Villa_di_Chiesa,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Alfonso IV of Aragon Hugh II of Arborea
battle_47030237,Battle of Lucocisterna,1324,Aragonese conquest of Sardinia,Alfonso IV of Aragon,Alfonso IV of Aragon,https://en.wikipedia.org/wiki/Alfonso_IV_of_Aragon,side_a,Crown of Aragon Judicate of Arborea Malaspina,unknown,,,"Elmas, Sardinia","2,000 men-at-arms 800 cavalry",300+ men-at-arms 200+ cavalry,,,https://en.wikipedia.org/wiki/Battle_of_Lucocisterna,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Alfonso IV of Aragon
battle_53025543,Battle of Adramyttion (1334),1334,the Crusades,Yakhshi,Yakhshi,https://en.wikipedia.org/wiki/Yakhshi,side_b,Beylik of Karasi,unknown,,,Gulf of Adramyttion (modern-day Turkey),,34 galleys,"150–200 ships destroyed, 5,000 soldiers killed",,https://en.wikipedia.org/wiki/Battle_of_Adramyttion_%281334%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Yakhshi
battle_3199531,Battle of Visby,1361,the Danish-Hanseatic War (1361–1370) and Valdemar Atterdag's invasion of Gotland,Valdemar IV,Valdemar IV,https://en.wikipedia.org/wiki/Valdemar_IV,side_a,Medieval Denmark,unknown,,,"Visby, Gotland, Sweden","2,000–2,500 men. Mostly knights on horse and German mercenaries on foot","2,000 men. Mostly poorly armed farmers from rural Gotland",300,"~1,700",https://en.wikipedia.org/wiki/Battle_of_Visby,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Medieval Denmark Valdemar IV
battle_79701732,Battle of Tripoli (1367),1367,the Crusades,Ibrahim bin Shaddad,Ibrahim bin Shaddad,https://en.wikipedia.org/wiki/Ibrahim_bin_Shaddad,side_b,Mameluke_Flag.svg Mamluk Sultanate,unknown,,,"Tripoli, Lebanon",Unknown,"140 or 160 ships 7,000 men",40 killed (Muslim sources),"1,000 killed (Muslim sources)300 killed or captured (Christian sources)",https://en.wikipedia.org/wiki/Battle_of_Tripoli_%281367%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Ibrahim bin Shaddad
battle_30876909,First Battle of St Albans,1455,the Wars of the Roses,Earl of Salisbury,Earl of Salisbury,https://en.wikipedia.org/wiki/Earl_of_Salisbury,side_a,House of York,unknown,,,"St Albans in Hertfordshire, England","3,000–7,000Griffiths 1981","2,000Griffiths 1981",60Griffiths 1981,100Goodman 1981,https://en.wikipedia.org/wiki/First_Battle_of_St_Albans,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Duke of York Earl of Salisbury Earl of Warwick
battle_50234,Battle of Wakefield,1460,the Wars of the Roses,Duke of York,Duke of York,https://en.wikipedia.org/wiki/Duke_of_York,side_b,House of York,unknown,,,"Wakefield, Yorkshire, England",c.60,Unknown,12-15 killed,Unknown,https://en.wikipedia.org/wiki/Battle_of_Wakefield,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Duke of York Earl of Rutland Earl of Salisbury
battle_239457,Battle of Flodden,1513,the War of the League of Cambrai,Baron Dacre,Baron Dacre,https://en.wikipedia.org/wiki/Baron_Dacre,side_a,England,unknown,,,"Near Branxton, Northumberland, England","20,000–30,000 men","30,000–40,000 men","1,500–1,700 killed","5,000–14,000 killed",https://en.wikipedia.org/wiki/Battle_of_Flodden,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Catherine of Aragon Earl of Surrey Lord Thomas Howard Lord Edmund Howard Baron Dacre Baron Monteagle
battle_14083788,Trần Cao rebellion,1516,Tran Cao rebellion,Trịnh Duy Sản,Trịnh Duy Sản,https://en.wikipedia.org/wiki/Tr%E1%BB%8Bnh_Duy_S%E1%BA%A3n,side_b,Lê dynasty,victory,,,Đại Việt,,,,,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Cao_rebellion,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Lê Tương Dực Lê Chiêu Tông Trịnh Duy Sản Mạc Đăng Dung
battle_54715067,Battle of Pianosa,1519,the wars of Christian powers against the Barbary Corsairs,Kaid Ali,Kaid Ali,https://en.wikipedia.org/wiki/Kaid_Ali,side_b,Tunisian corsairs,unknown,,,"Tuscan Archipelago, Tyrrhenian Sea",1 galley 7 to 20 fustes (depending on accounts),6 galleys,500 dead 25 captured 1 galley captured at least 5 fustes captured several fustes sunk,Heavy,https://en.wikipedia.org/wiki/Battle_of_Pianosa,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kaid Ali
battle_7853009,Battle of Otumba,1520,the Spanish conquest of the Aztec Empire,Cihuacoatl Matlatzincatl,Cihuacoatl Matlatzincatl,https://en.wikipedia.org/wiki/Cihuacoatl_Matlatzincatl,side_b,Aztec Empire,unknown,,,"The plain of Otumba, modern-day Mexico","10,000–20,000 Aztec warriors",Spanish Army: 600 soldiers 13 mounted infantry 12 crossbowmen 7 arquebusiers No artillery Tlaxcala Army: 800 troops,Unknown,"100 Spanish dead, unknown Tlaxcalan losses",https://en.wikipedia.org/wiki/Battle_of_Otumba,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Cihuacoatl Matlatzincatl
