row_number,original_battle_id,original_title,decision,reason_code,rebuild_mode,main_file_included,quarantine_included,removed_included
9737,battle_4380486,Armenian–Tatar massacres of 1905–1906,kept,,wikitext,true,false,false
9738,battle_32740153,Batang uprising,quarantined,postfix_audit:uncertain_military_page,wikitext,false,true,false
9739,battle_744148,Battle of Mukden,kept,,wikitext,true,false,false
9740,battle_1560378,Battle of Sandepu,kept,,wikitext,true,false,false
9741,battle_55004,Battle of Tsushima,repaired,,wikitext,true,false,false
9742,battle_851259,Maji Maji Rebellion,repaired,,wikitext,true,false,false
9743,battle_23501890,Moscow uprising of 1905,kept,,wikitext,true,false,false
9744,battle_71229402,Sotik Massacre,kept,,wikitext,true,false,false
9745,battle_2986299,Bambatha Rebellion,kept,,wikitext,true,false,false
9746,battle_16479369,Battle of Rawdat Muhanna,kept,,wikitext,true,false,false
9747,battle_24847302,Brazilian battleship Aquidabã,quarantined,insufficient_source_evidence,wikitext,false,true,false
9748,battle_207150,British Expeditionary Force (World War I),removed_false_positive,generic_category_signal,wikitext,false,false,true
9749,battle_5357959,First Battle of Bud Dajo,repaired,,wikitext,true,false,false
9750,battle_28265,Spanish–American War,repaired,,wikitext,true,false,false
9751,battle_5052559,Wadai War,kept,,wikitext,true,false,false
9752,battle_1234283,1907 Romanian peasants' revolt,repaired,,wikitext,true,false,false
9753,battle_26344682,Battle of Mufilo,kept,,wikitext,true,false,false
9754,battle_56085786,Battle of Namdaemun,repaired,,wikitext,true,false,false
9755,battle_16479747,Battle of Tarafiyah (1907),repaired,,wikitext,true,false,false
9756,battle_62314698,Bitlis uprising (1907),quarantined,postfix_audit:uncertain_military_page,wikitext,false,true,false
9757,battle_39805484,Declarations of war during World War II,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9758,battle_67468287,War of 1907,kept,,wikitext,true,false,false
9759,battle_3431354,Battle of Marrakesh,kept,,wikitext,true,false,false
9760,battle_20786250,Bazar Valley campaign,repaired,,wikitext,true,false,false
9761,battle_28326026,Dutch–Venezuelan crisis of 1908,repaired,,wikitext,true,false,false
9762,battle_925453,Genocidal massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9763,battle_62139894,Hamawand rebellion,kept,,wikitext,true,false,false
9764,battle_63164275,Mohmand Expedition of 1908,kept,,wikitext,true,false,false
9765,battle_65394162,Siege of Graudenz,kept,,wikitext,true,false,false
9766,battle_1611176,Adana massacre,kept,,wikitext,true,false,false
9767,battle_74328587,Battle of Wolf Ravine,kept,,wikitext,true,false,false
9768,battle_1354563,Chronology of warfare between the Romans and Germanic peoples,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9769,battle_32971021,Crazy Snake Rebellion,kept,,wikitext,true,false,false
9770,battle_32023250,Hauran Druze Rebellion,kept,,wikitext,true,false,false
9771,battle_8426215,Second Melillan campaign,repaired,,wikitext,true,false,false
9772,battle_59907738,Zaraniq rebellion (1909–1910),kept,,wikitext,true,false,false
9773,battle_62376840,Bastar rebellion,kept,,wikitext,true,false,false
9774,battle_70461974,Battle of Carraleva Pass,kept,,wikitext,true,false,false
9775,battle_64417471,Campaign of the Manuripi region,repaired,,wikitext,true,false,false
9776,battle_40172466,Chinese expedition to Tibet (1910),repaired,,wikitext,true,false,false
9777,battle_485635,HMS Warspite (03),quarantined,insufficient_source_evidence,wikitext,false,true,false
9778,battle_28062591,Mexican Border War,repaired,,wikitext,true,false,false
9779,battle_25684806,Sokehs rebellion,kept,,wikitext,true,false,false
9780,battle_298025,1911 Revolution,kept,,wikitext,true,false,false
9781,battle_28161969,Bai Lang Rebellion,kept,,wikitext,true,false,false
9782,battle_46538061,Battle and massacre at Shar al-Shatt,repaired,,wikitext,true,false,false
9783,battle_56230039,Battle of Ain Zara,kept,,wikitext,true,false,false
9784,battle_50526491,Battle of Benghazi (1911),kept,,wikitext,true,false,false
9785,battle_27972194,Battle of Casas Grandes,kept,,wikitext,true,false,false
9786,battle_23594724,Battle of Changsha (1911),kept,,wikitext,true,false,false
9787,battle_25913021,Battle of Cuautla,quarantined,start_after_end,wikitext,false,true,false
9788,battle_32741468,Battle of Kelley Creek,kept,,wikitext,true,false,false
9789,battle_31367434,Battle of Preveza (1911),kept,,wikitext,true,false,false
9790,battle_8458043,Battle of Tobruk (1911),kept,,wikitext,true,false,false
9791,battle_56338181,Battle of Tripoli (1911),kept,,wikitext,true,false,false
9792,battle_44168468,Dominican Civil War (1911–1912),kept,,wikitext,true,false,false
9793,battle_44052495,East Timorese rebellion of 1911–1912,kept,,wikitext,true,false,false
9794,battle_45784193,First Italo-Senussi War,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9795,battle_656087,Italo-Turkish War,repaired,,wikitext,true,false,false
9796,battle_65093904,Kert campaign,repaired,,wikitext,true,false,false
9797,battle_38470630,Magonista rebellion of 1911,repaired,,wikitext,true,false,false
9798,battle_60078382,Paraguayan Civil War (1911–1912),repaired,,wikitext,true,false,false
9799,battle_15621106,Second Battle of Bud Dajo,quarantined,start_after_end,wikitext,false,true,false
9800,battle_10971089,Second Guangzhou Uprising,repaired,,wikitext,true,false,false
9801,battle_599435,Siege of Sidney Street,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9802,battle_60078274,War of the Generals,quarantined,insufficient_source_evidence,wikitext,false,true,false
9803,battle_156733,Wuchang Uprising,repaired,,wikitext,true,false,false
9804,battle_59664741,Yemeni–Ottoman conflicts,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9805,battle_36125995,1912 Ottoman coup d'état,repaired,,wikitext,true,false,false
9806,battle_4823,Balkan Wars,repaired,,wikitext,true,false,false
9807,battle_24405774,Battle of Beirut (1912),kept,,wikitext,true,false,false
9808,battle_72679155,Battle of Chios (1912),kept,,wikitext,true,false,false
9809,battle_30503958,Battle of Coyotepe Hill,repaired,,wikitext,true,false,false
9810,battle_50516116,Battle of Derna (1912),kept,,wikitext,true,false,false
9811,battle_2652240,Battle of Elli,kept,,wikitext,true,false,false
9812,battle_25759804,Battle of Kaliakra (1912),kept,,wikitext,true,false,false
9813,battle_2360469,Battle of Kirk Kilisse,kept,,wikitext,true,false,false
9814,battle_19381695,Battle of Kumanovo,kept,,wikitext,true,false,false
9815,battle_31375332,Battle of Kunfuda Bay,repaired,,wikitext,true,false,false
9816,battle_72681971,Battle of Lesbos (1912),kept,,wikitext,true,false,false
9817,battle_2360604,Battle of Lule Burgas,kept,,wikitext,true,false,false
9818,battle_46733175,Battle of Masaya (1912),kept,,wikitext,true,false,false
9819,battle_2376021,Battle of Monastir,repaired,,wikitext,true,false,false
9820,battle_2360478,Battle of Pente Pigadia,kept,,wikitext,true,false,false
9821,battle_2360485,Battle of Prilep,kept,,wikitext,true,false,false
9822,battle_2360456,Battle of Sarantaporo,kept,,wikitext,true,false,false
9823,battle_37479075,Battle of Sidi Bou Othman,kept,,wikitext,true,false,false
9824,battle_2376001,Battle of Sorovich,kept,,wikitext,true,false,false
9825,battle_2360463,Battle of Yenidje,kept,,wikitext,true,false,false
9826,battle_1700362,Capture of Lemnos,repaired,,wikitext,true,false,false
9827,battle_3460217,Contestado War,repaired,,wikitext,true,false,false
9828,battle_294429,First Balkan War,repaired,,wikitext,true,false,false
9829,battle_29265173,First Battle of Çatalca,kept,,wikitext,true,false,false
9830,battle_60122771,Khost rebellion (1912),kept,,wikitext,true,false,false
9831,battle_78803043,Ndungutse's rebellion,kept,,wikitext,true,false,false
9832,battle_1848048,Siege of Adrianople (1912–1913),kept,,wikitext,true,false,false
9833,battle_18308268,Siege of Scutari (1912–1913),repaired,,wikitext,true,false,false
9834,battle_2696155,United States occupation of Nicaragua,repaired,,wikitext,true,false,false
9835,battle_33193467,War of 1912,repaired,,wikitext,true,false,false
9836,battle_7699963,West Virginia coal wars,repaired,,wikitext,true,false,false
9837,battle_5053598,1913 Ottoman coup d'état,repaired,,wikitext,true,false,false
9838,battle_2390724,Battle of Bizani,kept,,wikitext,true,false,false
9839,battle_5303887,Battle of Bregalnica,kept,,wikitext,true,false,false
9840,battle_2906134,Battle of Bud Bagsak,quarantined,start_after_end,wikitext,false,true,false
9841,battle_4150707,Battle of Dul Madoba,kept,,wikitext,true,false,false
9842,battle_55812366,Battle of El Ksiba,kept,,wikitext,true,false,false
9843,battle_80452290,Battle of Hiraan,kept,,wikitext,true,false,false
9844,battle_3042180,Battle of Kalimanci,kept,,wikitext,true,false,false
9845,battle_3042106,Battle of Kilkis–Lachanas,repaired,,wikitext,true,false,false
9846,battle_3042230,Battle of Kresna Gorge,repaired,,wikitext,true,false,false
9847,battle_654977,Battle of Lemnos (1913),kept,,wikitext,true,false,false
9848,battle_13464855,Battle of Tierra Blanca,quarantined,start_after_end,wikitext,false,true,false
9849,battle_60078276,Ecuadorian Civil War of 1913–1916,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9850,battle_62430662,Muscat rebellion,kept,,wikitext,true,false,false
9851,battle_18369102,Ohrid–Debar uprising,removed_false_positive,generic_category_signal,wikitext,false,false,true
9852,battle_55834249,Romanian landings in Bulgaria,kept,,wikitext,true,false,false
9853,battle_294430,Second Balkan War,repaired,,wikitext,true,false,false
9854,battle_75767165,Shiraz expedition,repaired,,wikitext,true,false,false
9855,battle_27554209,Siege of Vidin (1913),kept,,wikitext,true,false,false
9856,battle_18329892,Tikveš uprising,removed_false_positive,generic_category_signal,wikitext,false,false,true
9857,battle_61590419,Urtatagai conflict (1913),kept,,wikitext,true,false,false
9858,battle_30624663,1914–1915 Muslim revolts in Albania,kept,,wikitext,true,false,false
9859,battle_12257413,Adriatic Campaign of World War I,repaired,,wikitext,true,false,false
9860,battle_80358881,Aerial combat of 5 October 1914,repaired,,wikitext,true,false,false
9861,battle_35203828,Affair of Agbeluvoe,kept,,wikitext,true,false,false
9862,battle_35207490,Affair of Khra,kept,,wikitext,true,false,false
9863,battle_4971457,African theatre of World War I,kept,,wikitext,true,false,false
9864,battle_2198871,Allies of World War I,quarantined,insufficient_source_evidence,wikitext,false,true,false
9865,battle_4984153,Asian and Pacific theatre of World War I,repaired,,wikitext,true,false,false
9866,battle_24008426,Atlantic U-boat campaign of World War I,repaired,,wikitext,true,false,false
9867,battle_1146293,Australian Naval and Military Expeditionary Force,removed_false_positive,generic_category_signal,wikitext,false,false,true
9868,battle_4320523,Battle of Albert (1914),kept,,wikitext,true,false,false
9869,battle_25668453,Battle of Antivari,repaired,,wikitext,true,false,false
9870,battle_22631922,Battle of Ardahan,kept,,wikitext,true,false,false
9871,battle_24240324,Battle of Armentières,kept,,wikitext,true,false,false
9872,battle_6334395,Battle of Arras (1914),kept,,wikitext,true,false,false
9873,battle_70112092,Battle of Augustów (1914),kept,,wikitext,true,false,false
9874,battle_5143972,Battle of Basra (1914),quarantined,start_after_end,wikitext,false,true,false
9875,battle_14545001,Battle of Bita Paka,repaired,,wikitext,true,false,false
9876,battle_21826016,Battle of Cape Sarych,kept,,wikitext,true,false,false
9877,battle_1614762,Battle of Cer,kept,,wikitext,true,false,false
9878,battle_3432431,Battle of Charleroi,kept,,wikitext,true,false,false
9879,battle_1687523,Battle of Cocos,repaired,,wikitext,true,false,false
9880,battle_191166,Battle of Coronel,repaired,,wikitext,true,false,false
9881,battle_45383326,Battle of Dinant,kept,,wikitext,true,false,false
9882,battle_30018759,Battle of El Herri,kept,,wikitext,true,false,false
9883,battle_1671552,Battle of Galicia,repaired,,wikitext,true,false,false
9884,battle_27647675,Battle of Gnila Lipa,kept,,wikitext,true,false,false
9885,battle_3452133,Battle of Gumbinnen,kept,,wikitext,true,false,false
9886,battle_4638889,Battle of Halen,kept,,wikitext,true,false,false
9887,battle_193227,Battle of Heligoland Bight (1914),repaired,,wikitext,true,false,false
9888,battle_36957211,Battle of Jabassi,kept,,wikitext,true,false,false
9889,battle_79467850,Battle of Jaroslawice,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9890,battle_3085688,Battle of Kilimanjaro,kept,,wikitext,true,false,false
9891,battle_2167279,Battle of Kolubara,repaired,,wikitext,true,false,false
9892,battle_15863465,Battle of Komarów (1914),kept,,wikitext,true,false,false
9893,battle_3274292,Battle of Kraśnik,kept,,wikitext,true,false,false
9894,battle_37206689,Battle of Kusseri,kept,,wikitext,true,false,false
9895,battle_24088869,Battle of La Bassée,kept,,wikitext,true,false,false
9896,battle_44258499,Battle of Lai,kept,,wikitext,true,false,false
9897,battle_44657648,Battle of Laski and Anielin,quarantined,start_after_end,wikitext,false,true,false
9898,battle_2410017,Battle of Le Cateau,repaired,,wikitext,true,false,false
9899,battle_9621857,Battle of Limanowa,repaired,,wikitext,true,false,false
9900,battle_888238,Battle of Liège,repaired,,wikitext,true,false,false
9901,battle_3432349,Battle of Lorraine,repaired,,wikitext,true,false,false
9902,battle_24240306,Battle of Messines (1914),kept,,wikitext,true,false,false
9903,battle_630014,Battle of Mons,repaired,,wikitext,true,false,false
9904,battle_5134763,Battle of Morhange,repaired,,wikitext,true,false,false
9905,battle_44148965,Battle of Mołotków,kept,,wikitext,true,false,false
9906,battle_2629113,Battle of Mulhouse,repaired,,wikitext,true,false,false
9907,battle_36964726,Battle of Nsanakong,kept,,wikitext,true,false,false
9908,battle_3173826,Battle of Penang,repaired,,wikitext,true,false,false
9909,battle_8908186,Battle of Qurna,kept,,wikitext,true,false,false
9910,battle_10412109,Battle of Rawa,quarantined,start_after_end,wikitext,false,true,false
9911,battle_18720522,Battle of Sandfontein,repaired,,wikitext,true,false,false
9912,battle_1698056,Battle of Sarikamish,repaired,,wikitext,true,false,false
9913,battle_5134769,Battle of Sarrebourg,kept,,wikitext,true,false,false
9914,battle_2426598,Battle of St. Quentin (1914),repaired,,wikitext,true,false,false
9915,battle_301910,Battle of Stallupönen,repaired,,wikitext,true,false,false
9916,battle_781097,Battle of Tanga,repaired,,wikitext,true,false,false
9917,battle_60142,Battle of Tannenberg,repaired,,wikitext,true,false,false
9918,battle_36128219,Battle of Tepe,kept,,wikitext,true,false,false
9919,battle_38020658,Battle of Ukoko,repaired,,wikitext,true,false,false
9920,battle_990829,Battle of Veracruz (1914),repaired,,wikitext,true,false,false
9921,battle_25682407,Battle of Zanzibar,repaired,,wikitext,true,false,false
9922,battle_254354,Battle of the Ardennes,repaired,,wikitext,true,false,false
9923,battle_21713100,Battle of the Drina,repaired,,wikitext,true,false,false
9924,battle_191388,Battle of the Falkland Islands,repaired,,wikitext,true,false,false
9925,battle_77830237,Battle of the Four Rivers,kept,,wikitext,true,false,false
9926,battle_1654229,Battle of the Frontiers,repaired,,wikitext,true,false,false
9927,battle_3085746,Battle of the Rufiji Delta,kept,,wikitext,true,false,false
9928,battle_77339586,Battle of the San river (1914),kept,,wikitext,true,false,false
9929,battle_50471993,Battle of the Trouée de Charmes,repaired,,wikitext,true,false,false
9930,battle_1697219,Battle of the Vistula River,repaired,,wikitext,true,false,false
9931,battle_555260,Battle of the Yser,repaired,,wikitext,true,false,false
9932,battle_403127,Battle of Łódź (1914),repaired,,wikitext,true,false,false
9933,battle_22878772,Battle off Texel,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9934,battle_12211526,Bergmann Offensive,repaired,,wikitext,true,false,false
9935,battle_62139578,Bitlis uprising (1914),kept,,wikitext,true,false,false
9936,battle_44244084,Black Sea raid,repaired,,wikitext,true,false,false
9937,battle_33498478,Bluff War,kept,,wikitext,true,false,false
9938,battle_80200735,Bombing of Warsaw in World War I,kept,,wikitext,true,false,false
9939,battle_22268244,Brazil during World War I,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9940,battle_3093486,Caucasus campaign,repaired,,wikitext,true,false,false
9941,battle_1318008,Causes of World War I,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9942,battle_55797880,Deadliest single days of World War I,quarantined,insufficient_source_evidence,wikitext,false,true,false
9943,battle_49892699,Dominican Civil War (1914),kept,,wikitext,true,false,false
9944,battle_4974784,East African campaign (World War I),kept,,wikitext,true,false,false
9945,battle_23645932,Fanning Raid,kept,,wikitext,true,false,false
9946,battle_4212058,Fao Landing,kept,,wikitext,true,false,false
9947,battle_2574020,First Battle of Artois,kept,,wikitext,true,false,false
9948,battle_7622742,First Battle of Champagne,repaired,,wikitext,true,false,false
9949,battle_38568320,First Battle of Edea,kept,,wikitext,true,false,false
9950,battle_36140891,First Battle of Garua,kept,,wikitext,true,false,false
9951,battle_25619365,First Battle of Topolobampo,repaired,,wikitext,true,false,false
9952,battle_545476,First Battle of Ypres,repaired,,wikitext,true,false,false
9953,battle_2665319,First Battle of the Aisne,repaired,,wikitext,true,false,false
9954,battle_171325,First Battle of the Marne,repaired,,wikitext,true,false,false
9955,battle_3431468,First Battle of the Masurian Lakes,kept,,wikitext,true,false,false
9956,battle_25861571,Fourth Battle of Topolobampo,kept,,wikitext,true,false,false
9957,battle_28927452,German campaign in Angola,repaired,,wikitext,true,false,false
9958,battle_81356113,Ijemo Massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9959,battle_36127894,Kamerun campaign,repaired,,wikitext,true,false,false
9960,battle_69857334,Kolongongo War,kept,,wikitext,true,false,false
9961,battle_62206584,Kurdish rebellions during World War I,repaired,,wikitext,true,false,false
9962,battle_26755479,List of modern conflicts in the Middle East,quarantined,insufficient_source_evidence,wikitext,false,true,false
9963,battle_249183,Ludlow Massacre,repaired,,wikitext,true,false,false
9964,battle_1486054,Maritz rebellion,repaired,,wikitext,true,false,false
9965,battle_70260867,Massacre of Tamines,kept,,wikitext,true,false,false
9966,battle_60652886,Maziua raid,kept,,wikitext,true,false,false
9967,battle_18993668,Mediterranean U-boat campaign of World War I,repaired,,wikitext,true,false,false
9968,battle_2468543,Mesopotamian campaign,repaired,,wikitext,true,false,false
9969,battle_3093402,Middle Eastern theatre of World War I,kept,,wikitext,true,false,false
9970,battle_66447390,Military history of South Africa during World War I,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9971,battle_37031087,Naval operations of the Kamerun campaign,repaired,,wikitext,true,false,false
9972,battle_76996283,North-West Frontier Theatre of WWI,kept,,wikitext,true,false,false
9973,battle_24255943,Operations in the Tochi,repaired,,wikitext,true,false,false
9974,battle_7937690,Opposition to World War I,kept,,wikitext,true,false,false
9975,battle_67798924,Ovambo Uprising,quarantined,postfix_audit:uncertain_military_page,wikitext,false,true,false
9976,battle_47004962,Paris in World War I,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9977,battle_9551750,Persian campaign (World War I),kept,,wikitext,true,false,false
9978,battle_1553829,Polish Legions in World War I,removed_false_positive,generic_category_signal,wikitext,false,false,true
9979,battle_10371767,Raid on Cuxhaven,quarantined,insufficient_source_evidence,wikitext,false,true,false
9980,battle_6548197,"Raid on Scarborough, Hartlepool and Whitby",kept,,wikitext,true,false,false
9981,battle_18504059,Raid on Yarmouth,kept,,wikitext,true,false,false
9982,battle_10459615,Russian invasion of East Prussia (1914),repaired,,wikitext,true,false,false
9983,battle_25640573,Second Battle of Topolobampo,repaired,,wikitext,true,false,false
9984,battle_4731980,Serbian campaign,repaired,,wikitext,true,false,false
9985,battle_65503149,Serbian campaign (1914),repaired,,wikitext,true,false,false
9986,battle_418550,Siege of Antwerp (1914),repaired,,wikitext,true,false,false
9987,battle_2654397,Siege of Maubeuge,repaired,,wikitext,true,false,false
9988,battle_37118972,Siege of Mora,kept,,wikitext,true,false,false
9989,battle_41628310,Siege of Namur (1914),kept,,wikitext,true,false,false
9990,battle_1442031,Siege of Przemyśl,kept,,wikitext,true,false,false
9991,battle_17254057,Siege of Toma,repaired,,wikitext,true,false,false
9992,battle_2500090,Siege of Tsingtao,repaired,,wikitext,true,false,false
9993,battle_36410900,Skirmish at Joncherey,kept,,wikitext,true,false,false
9994,battle_30964966,South Arabia during World War I,kept,,wikitext,true,false,false
9995,battle_347721,South West Africa campaign,repaired,,wikitext,true,false,false
9996,battle_60780724,Srem Offensive,repaired,,wikitext,true,false,false
9997,battle_30762896,Strategic bombing during World War I,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
9998,battle_48991920,Tabriz during World War I,quarantined,insufficient_source_evidence,wikitext,false,true,false
9999,battle_25641627,Third Battle of Topolobampo,kept,,wikitext,true,false,false
10000,battle_35197805,Togoland campaign,repaired,,wikitext,true,false,false
10001,battle_182259,Trench warfare,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
10002,battle_59533236,Truku War,repaired,,wikitext,true,false,false
10003,battle_22620358,U-boat campaign,repaired,,wikitext,true,false,false
10004,battle_44311338,War treason,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
10005,battle_51499,Western Front (World War I),repaired,,wikitext,true,false,false
10006,battle_4734887,Winter operations 1914–1915,kept,,wikitext,true,false,false
10007,battle_142735,World war,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
10008,battle_25179916,Zaian War,kept,,wikitext,true,false,false
10009,battle_74682413,1915 Kachin Hills uprising,kept,,wikitext,true,false,false
10010,battle_11764250,1915 Singapore Mutiny,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
10011,battle_62386372,1915 uprising in Karbala,repaired,,wikitext,true,false,false
10012,battle_50670142,Action of 10 May 1915,repaired,,wikitext,true,false,false
10013,battle_23977780,Action off Noordhinder Bank,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
10014,battle_36798476,Battle for Baby 700,kept,,wikitext,true,false,false
10015,battle_77103692,Battle for Height 958,repaired,,wikitext,true,false,false
10016,battle_24032821,Battle for Lake Tanganyika,repaired,,wikitext,true,false,false
10017,battle_41526184,Battle for No.3 Post,repaired,,wikitext,true,false,false
10018,battle_72382000,Battle for the Vistula bridgehead,kept,,wikitext,true,false,false
10019,battle_76145144,Battle of Ad-Dakim,kept,,wikitext,true,false,false
10020,battle_51393901,Battle of Amara,kept,,wikitext,true,false,false
10021,battle_5809606,Battle of Aubers,kept,,wikitext,true,false,false
10022,battle_38555418,Battle of Banjo,repaired,,wikitext,true,false,false
10023,battle_8243789,Battle of Bitlis,repaired,,wikitext,true,false,false
10024,battle_7963694,Battle of Broken Hill,repaired,,wikitext,true,false,false
10025,battle_8693437,Battle of Bukoba,repaired,,wikitext,true,false,false
10026,battle_436118,Battle of Chunuk Bair,kept,,wikitext,true,false,false
10027,battle_2468341,Battle of Ctesiphon (1915),repaired,,wikitext,true,false,false
10028,battle_10081123,Battle of Dilman,kept,,wikitext,true,false,false
10029,battle_193233,Battle of Dogger Bank (1915),repaired,,wikitext,true,false,false
10030,battle_12224032,Battle of Durazzo (1915),kept,,wikitext,true,false,false
10031,battle_75537467,Battle of El Tor (1915),kept,,wikitext,true,false,false
10032,battle_24013833,Battle of Es Sinn,kept,,wikitext,true,false,false
10033,battle_3619543,Battle of Festubert,kept,,wikitext,true,false,false
10034,battle_28052636,Battle of Fort Dipitié,kept,,wikitext,true,false,false
10035,battle_28053507,Battle of Fort Rivière,kept,,wikitext,true,false,false
10036,battle_4233394,Battle of Gotland,kept,,wikitext,true,false,false
10037,battle_447241,Battle of Gully Ravine,repaired,,wikitext,true,false,false
10038,battle_38070341,Battle of Gurin,kept,,wikitext,true,false,false
10039,battle_38314926,Battle of Hartmannswillerkopf,repaired,,wikitext,true,false,false
10040,battle_427025,Battle of Hill 60 (Gallipoli),repaired,,wikitext,true,false,false
10041,battle_4211390,Battle of Humin-Bolimów,kept,,wikitext,true,false,false
10042,battle_8629359,Battle of Jarrab,kept,,wikitext,true,false,false
10043,battle_1405348,Battle of Jassin,kept,,wikitext,true,false,false
10044,battle_26665691,Battle of Kakamas,repaired,,wikitext,true,false,false
10045,battle_72396090,Battle of Kalvarija,kept,,wikitext,true,false,false
10046,battle_67706341,Battle of Kanzan,kept,,wikitext,true,false,false
10047,battle_11524050,Battle of Kara Killisse (1915),kept,,wikitext,true,false,false
10048,battle_28577558,Battle of Kirpen Island,kept,,wikitext,true,false,false
10049,battle_41817006,Battle of Kosturino,kept,,wikitext,true,false,false
10050,battle_498360,Battle of Krithia Vineyard,repaired,,wikitext,true,false,false
10051,battle_34644888,Battle of Krivolak,kept,,wikitext,true,false,false
10052,battle_49191034,Battle of Kumkale,kept,,wikitext,true,false,false
10053,battle_417324,Battle of Lone Pine,repaired,,wikitext,true,false,false
10054,battle_545414,Battle of Loos,repaired,,wikitext,true,false,false
10055,battle_5107649,Battle of Manzikert (1915),quarantined,start_after_end,wikitext,false,true,false
10056,battle_20155671,Battle of Más a Tierra,kept,,wikitext,true,false,false
10057,battle_56317972,Battle of Nasiriyah (1915),repaired,,wikitext,true,false,false
10058,battle_3629345,Battle of Neuve-Chapelle,quarantined,start_after_end,wikitext,false,true,false
10059,battle_38100712,Battle of Ngaundere,repaired,,wikitext,true,false,false
10060,battle_25152602,Battle of Otavi,kept,,wikitext,true,false,false
10061,battle_44799021,Battle of Pakosław,repaired,,wikitext,true,false,false
10062,battle_76462306,Battle of Robat Karim,kept,,wikitext,true,false,false
10063,battle_422230,Battle of Sari Bair,repaired,,wikitext,true,false,false
10064,battle_432483,Battle of Scimitar Hill,repaired,,wikitext,true,false,false
10065,battle_31462918,Battle of Shaiba,kept,,wikitext,true,false,false
10066,battle_77595706,Battle of Smorgon,kept,,wikitext,true,false,false
10067,battle_77148244,Battle of Syniava,kept,,wikitext,true,false,false
10068,battle_25568413,Battle of Trekkopjes,repaired,,wikitext,true,false,false
10069,battle_72497848,Battle of Vilnius (1915),repaired,,wikitext,true,false,false
10070,battle_12570224,Battle of the Gulf of Riga,kept,,wikitext,true,false,false
10071,battle_406541,Battle of the Nek,repaired,,wikitext,true,false,false
10072,battle_71487775,Battle of Łomża,kept,,wikitext,true,false,false
10073,battle_30862328,Battles of the Isonzo,repaired,,wikitext,true,false,false
10074,battle_70825931,Bug–Narew offensive,kept,,wikitext,true,false,false
10075,battle_3172057,Bussa rebellion,kept,,wikitext,true,false,false
10076,battle_474199,Capture of Hill 60 (Western Front),kept,,wikitext,true,false,false
10077,battle_56791569,Carpathian Campaign,repaired,,wikitext,true,false,false
10078,battle_1704695,Chilembwe uprising,kept,,wikitext,true,false,false
10079,battle_64427802,Defence of Iwardo,repaired,,wikitext,true,false,false
10080,battle_65573360,Defense of Azakh,kept,,wikitext,true,false,false
10081,battle_71460545,Dniester Front,repaired,,wikitext,true,false,false
10082,battle_38565416,First Battle of Jaunde,kept,,wikitext,true,false,false
10083,battle_444867,First Battle of Krithia,repaired,,wikitext,true,false,false
10084,battle_71409458,First Battle of Przasnysz,kept,,wikitext,true,false,false
10085,battle_4211499,First Battle of the Isonzo,kept,,wikitext,true,false,false
10086,battle_11748088,Fourth Battle of the Isonzo,kept,,wikitext,true,false,false
10087,battle_214109,Gallipoli campaign,repaired,,wikitext,true,false,false
10088,battle_4783222,Gorlice–Tarnów offensive,repaired,,wikitext,true,false,false
10089,battle_2145813,Italian front (World War I),repaired,,wikitext,true,false,false
10090,battle_48601649,Kelantan rebellion,kept,,wikitext,true,false,false
10091,battle_7931714,Kosovo offensive (1915),repaired,,wikitext,true,false,false
10092,battle_525407,Landing at Anzac Cove,repaired,,wikitext,true,false,false
10093,battle_77328944,Landing at Cape Domesnes,kept,,wikitext,true,false,false
10094,battle_651853,Landing at Cape Helles,repaired,,wikitext,true,false,false
10095,battle_1690663,Landing at Suvla Bay,repaired,,wikitext,true,false,false
10096,battle_7245219,Mafia–Camorra War,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
