battle_id,wikipedia_title,status
battle_51790252,Battle of Tápióbicske,processed
battle_73685305,Battle of Vízakna,processed
battle_71707283,Battle of Zsigárd,processed
battle_52012806,First Battle of Komárom (1849),processed
battle_74663684,First Battle of Szolnok,processed
battle_51813527,First Battle of Vác (1849),processed
battle_70924765,Fourth Battle of Komárom,processed
battle_74841706,Fourth siege of Szenttamás,processed
battle_73850649,Raid of Kompolt,processed
battle_52013183,Second Battle of Komárom (1849),processed
battle_73696906,Second Battle of Nagyszeben,processed
battle_69257109,Second Battle of Vác (1849),processed
battle_52224363,Siege of Buda (1849),processed
battle_52014124,Third Battle of Komárom (1849),processed
battle_48725069,Waterloo Bay massacre,processed
battle_18467559,Battle of Lottorf,processed
battle_37343171,Massacre of Aleppo (1850),processed
battle_71529807,Battle of Kikrüma,processed
battle_9833,Eureka Rebellion,processed
battle_2722925,Jintian Uprising,processed
battle_65953660,Mohmand Expeditions (1851–1852),processed
battle_65257493,Battle of Başgedikler,processed
battle_29050663,Battle of Nam Quan,processed
battle_767210,Battle of Bomarsund,processed
battle_59509198,Battle of Choloki (1854),processed
battle_77953360,Battle of Muddy Flat,processed
battle_63695502,Battle of Nigoiti,processed
battle_24345441,Battle of the Diablo Mountains,processed
battle_25756665,Expedition against the Chinese in Montrado,processed
battle_34290634,Miao Rebellion (1854–1873),processed
battle_40118968,Red Turban Rebellion (1854–1856),processed
battle_43748133,Siege of Calafat,processed
battle_65361352,Åland War,processed
battle_65785530,Battle of Cambronal,processed
battle_9036750,Battle of Kaba,processed
battle_7808892,Battle of Kinburn (1855),processed
battle_27401414,Battle of Ty-ho Bay,processed
battle_28305887,Battle of the Leotung,processed
battle_17996021,Bombardment of Sveaborg,processed
battle_33656931,Nepal–Tibet War (1855–1856),processed
battle_2611077,Punti–Hakka Clan Wars,processed
battle_2833626,Santhal rebellion,processed
battle_40770806,Battle of Ndondakusuka,processed
battle_2303784,Battle of Santa Rosa,processed
battle_60133185,Khost rebellion (1856–1857),processed
battle_856112,Battle of Aong,processed
battle_3412436,Battle of Chinhat,processed
battle_30358751,Battle of Cooke's Spring,processed
battle_30366724,Battle of Devil's River,processed
battle_44934767,Battle of Escape Creek,processed
battle_23808410,Battle of Fatshan Creek,processed
battle_34139789,Ningpo massacre,processed
battle_4416314,Second Battle of Cawnpore,processed
battle_1793994,Siege of Cawnpore,processed
battle_52035996,Battle of Ahualulco,processed
battle_52035958,Battle of Atenquique,processed
battle_52035985,Battle of Ixtlahuaca,processed
battle_17250068,Battle of Pine Creek,processed
battle_52036032,Battle of San Joaquín,processed
battle_23866155,Battle of Taku Forts (1858),processed
battle_5979109,Fraser Canyon War,processed
battle_52036227,Battle of Loma de las Ánimas,processed
battle_52036043,Battle of Tlatempa,processed
battle_37517285,Wardsend Cemetery,processed
battle_52036086,Battle of Loma Alta,processed
battle_52036098,Battle of Peñuelas,processed
battle_25065056,First Battle of Pyramid Lake,processed
battle_4403123,Siege of Gaeta (1860–1861),processed
battle_1349500,Battle of Aquia Creek,processed
battle_1349660,Battle of Camp Allegheny,processed
battle_22794828,Battle of Cockle Creek,processed
battle_14372637,Battle of Cole Camp,processed
battle_1349962,Battle of Dranesville,processed
battle_31672464,Battle of Mathias Point,processed
battle_31663538,Battle of Pig Point,processed
battle_9239897,Cullin-la-ringo massacre,processed
battle_1615897,First Battle of Springfield,processed
battle_24404821,Gallinas massacre,processed
battle_71959078,Phulaguri Uprising,processed
battle_24393921,Siege of Tubac,processed
battle_15748952,Skirmish at Blackwater Creek,processed
battle_2176102,Battle of Aspromonte,processed
battle_1735235,Battle of Cixi,processed
battle_1615873,Battle of Clark's Mill,processed
battle_1615908,Battle of Hatchie Bridge,processed
battle_48224315,Battle of Locust Grove,processed
battle_27927061,Battle of Lucas Bend,processed
battle_2812357,Battle of Peralta,processed
battle_1941218,Battle of Picacho Pass,processed
battle_3506643,Battle of Plum Point Bend,processed
battle_3428528,Battle of Redwood Ferry,processed
battle_1615896,Battle of Roan's Tan Yard,processed
battle_9062119,Battle of Simmon's Bluff,processed
battle_886607,Battle of Tampa,processed
battle_1351319,Battle of Tranter's Creek,processed
battle_32327963,Battle off Mukah,processed
battle_10881161,Confederate Heartland Offensive,processed
battle_22657899,First Battle of Dragoon Springs,processed
battle_1615879,First Battle of Independence,processed
battle_15366798,Newburgh Raid,processed
battle_1940382,Nueces massacre,processed
battle_27040723,Second Battle of Dragoon Springs,processed
battle_27327949,Second Battle of Mesilla,processed
battle_15712911,Skirmish at Island Mound,processed
battle_41271179,Battle of Borowe Młyny,processed
battle_1615900,Battle of Brentwood,processed
battle_3974411,Battle of Bristoe Station,processed
battle_41271050,Battle of Buda Zaborowska,processed
battle_7348618,Battle of Ciołków,processed
battle_71274295,Battle of Coștangalia,processed
battle_41419484,Battle of Depułtycze,processed
battle_41225163,Battle of Dobra (1863),processed
battle_41271265,Battle of Genėtiniai,processed
battle_30587854,Battle of Grochowiska,processed
battle_41402634,Battle of Komorów,processed
battle_30540899,Battle of Krzykawka,processed
battle_41191435,Battle of Krzywosądz,processed
battle_12480513,Battle of LaFourche Crossing,processed
battle_29943440,Battle of Lake Providence,processed
battle_41402282,Battle of Lututów,processed
battle_30525662,Battle of Miechów,processed
battle_43827443,Battle of Mustang Island,processed
battle_41394124,Battle of Nagoszewo,processed
battle_10783294,Battle of Newton's Station,processed
battle_41578205,Battle of Opatów (1863),processed
battle_41129113,Battle of Panasówka,processed
battle_41225330,Battle of Pieskowa Skała,processed
battle_2196635,Battle of Plains Store,processed
battle_18136987,Battle of Rangiriri,processed
battle_41142164,Battle of Rawa (1863),processed
battle_14781541,Battle of Rogersville,processed
battle_41576851,Battle of Rybnica,processed
battle_41393832,Battle of Salicha,processed
battle_41465738,Battle of Sowia Góra,processed
battle_41443052,Battle of Sędziejowice,processed
battle_41191158,Battle of Słupcza,processed
battle_5511254,Battle of Tebbs Bend,processed
battle_9151037,Battle of Węgrów,processed
battle_12891156,Battle of Żyrzyn,processed
battle_473812,Bear River Massacre,processed
battle_41392132,First Battle of Ignacewo,processed
battle_1035602,Lawrence Massacre,processed
battle_3974362,Second Battle of Auburn,processed
battle_51182536,Wytheville Raid,processed
battle_8831520,Battle of Als,processed
battle_5988312,Battle of Brown's Mill,processed
battle_7469676,Battle of Calcasieu Pass,processed
battle_12245201,Battle of Camden Point,processed
battle_12130814,Battle of Fort DeRussy,processed
battle_41704296,Battle of Iłża (1864),processed
battle_77601547,Battle of La Canela,processed
battle_20399449,Battle of Laredo,processed
battle_7418898,Battle of Marianna,processed
battle_29329421,Battle of Mount Gray,processed
battle_37550450,Battle of Mysunde (1864),processed
battle_30385782,Battle of Pecos River,processed
battle_2843689,Battle of Peebles' Farm,processed
battle_66368420,Battle of Qbaada,processed
battle_79972823,Battle of Sabana Burro,processed
battle_7409595,Battle of Salyersville,processed
battle_1661092,Battle of Wilson's Wharf,processed
battle_5300113,Camden Expedition,processed
battle_6278789,Chilcotin War,processed
battle_2635213,Duar War,processed
battle_2022612,Red River campaign,processed
battle_209878,Sand Creek massacre,processed
battle_365093,Sherman's March to the Sea,processed
battle_13817186,Battle of Anderson,processed
battle_20953140,Battle of Dove Creek,processed
battle_29997168,Battle of Fort Buchanan,processed
battle_8007781,Battle of Fort Myers,processed
battle_22886759,Battle of Jaguarão,processed
battle_35015025,Battle of Julesburg,processed
battle_39963441,Battle of Mud Lake,processed
battle_42772490,Battle of Paso de Mercedes,processed
battle_37606718,Battle of Platte Bridge,processed
battle_1541356,Battle of Spanish Fort,processed
battle_20938859,Battle of Tacámbaro,processed
battle_1644100,Battle of White Oak Road,processed
battle_1551672,Battle of the Tongue River,processed
battle_3250610,Carolinas campaign,processed
battle_28164747,Battle of La Carbonera,processed
battle_28013970,Battle of Miahuatlán,processed
battle_31527376,Battle of Owyhee River,processed
battle_65647513,Battle of Paso de Patria,processed
battle_23926322,Second Chōshū expedition,processed
battle_29467615,Battle of Infernal Caverns,processed
battle_42790842,Battle of Potrero Obella,processed
battle_31527964,Battle of Steen's Mountain,processed
battle_2938305,British expedition to Abyssinia,processed
battle_27718126,Formosa Expedition,processed
battle_71740312,Assault on the battleships Barroso and Rio Grande,processed
battle_65654321,Assault on the battleships Cabral and Lima Barros,processed
battle_5803747,Battle of Awa,processed
battle_3358532,Battle of Magdala,processed
battle_24996967,Battle of Noheji,processed
battle_7268818,Battle of Ueno,processed
battle_73538429,Second Black Mountain Expedition,processed
battle_59168598,Siege of Samarkand (1868),processed
battle_35193947,Dutch Gold Coast expedition of 1869–1870,processed
battle_1118934,Naval Battle of Hakodate,processed
battle_77853332,Adai rebellion,processed
battle_7034868,Battle of Cerro Corá,processed
battle_41987413,Kalkadoon Wars,processed
battle_19972269,Siege of Toul,processed
battle_75647929,1871 Liberian coup d'état,processed
battle_62306329,Battle of the Assem River,processed
battle_31589374,Nukapu Expedition,processed
battle_8507811,1872 Cavite mutiny,processed
battle_74655412,Battle of Chinchilla,processed
battle_74654149,Battle of Orihuela (1873),processed
battle_32561970,Cantonal Rebellion,processed
battle_32775162,Battle of Sunset Pass,processed
battle_1552734,Red River War,processed
battle_4176016,Second Battle of Adobe Walls,processed
battle_73119758,Battle of Gundet,processed
battle_8687960,Ganghwa Island incident,processed
battle_79805759,Liberian–Grebo War,processed
battle_61678816,Massacre of Running Waters,processed
battle_65469816,Svaneti uprising of 1875–1876,processed
battle_43046682,Battle of Prairie Dog Creek,processed
battle_15114961,Hagi Rebellion,processed
battle_1741786,Battle of Camas Creek,processed
battle_8237873,Battle of Elena,processed
battle_8198233,Battle of Svistov,processed
battle_17959071,Battle of Yellow House Canyon,processed
battle_78259092,Battle of Lëkurës,processed
battle_77777299,Battle of Maglaj (1878),processed
battle_29142890,Battle of Mouzaki,processed
battle_4980012,Battle of Peiwar Kotal,processed
battle_46273025,Battle of Punished Woman's Fork,processed
battle_71217534,Battle of Turkey Springs,processed
battle_152287,Lincoln County War,processed
battle_33986851,Battle of Charasiab,processed
battle_3269026,Battle of Gingindlovu,processed
battle_1658234,Battle of Hlobane,processed
battle_49963512,Battle of Kam Dakka,processed
battle_1496193,Battle of Kambula,processed
battle_2805325,Battle of Ulundi,processed
battle_29457289,Rampa rebellion of 1879,processed
battle_1654780,Siege of Eshowe,processed
battle_65662507,Uprising of Sheikh Ubeydullah,processed
battle_3250885,Battle of Ahmed Khel,processed
battle_29661335,Battle of Hembrillo Basin,processed
battle_2064239,Battle of Maiwand,processed
battle_49068471,Battle of Murino,processed
battle_51294756,Battle of Ulcinj (1880),processed
battle_68526973,Koonchera Point massacre,processed
battle_25044477,Second Battle of Charasiab,processed
battle_43981893,Battle of Aba,processed
battle_24336562,Battle of Cibecue Creek,processed
battle_2032656,Battle of Laing's Nek,processed
battle_567816,Battle of Majuba Hill,processed
battle_1770281,Battle of Schuinshoogte,processed
battle_18166875,Battle of Kafr El Dawwar,processed
battle_1237597,Battle of Tell El Kebir,processed
battle_2599635,Battle of Shaykan,processed
battle_3512915,Dodge City War,processed
battle_24240478,First Madagascar expedition,processed
battle_19312285,Tonkin campaign,processed
battle_25751248,Mandor rebellion,processed
battle_1525338,Battle of Abu Klea,processed
battle_584536,Battle of Frenchman's Butte,processed
battle_20943581,Battle of Ginnis,processed
battle_18016502,Battle of Phu Lam Tao,processed
battle_10265267,Battle of Shipu,processed
battle_5071289,Frog Lake Massacre,processed
battle_31016347,Geronimo Campaign,processed
battle_18018679,Pescadores campaign (1885),processed
battle_74214241,Battle of Hirna,processed
battle_24431503,Battle of Suakin,processed
battle_21131528,Hazara Expedition of 1888,processed
battle_33464574,Sikkim expedition,processed
battle_74111446,Battle of Sheikh Ali (1889),processed
battle_46944050,Anglo-Manipur War,processed
battle_27124190,Battle of Caldera Bay,processed
battle_49103542,1892 Sack of Salaga,processed
battle_47140966,Battle of Al Wajbah,processed
battle_81197832,Battle of Amja,processed
battle_78520443,Battle of El Espinillo,processed
battle_31334326,Battle of Uruzgan,processed
battle_6566983,Battle of Jiuliancheng,processed
battle_22790985,Battle of Kassala,processed
battle_18701484,Battle of Ugeumchi,processed
battle_1611202,Hamidian massacres,processed
battle_39126753,Malaboch War,processed
battle_2185154,Mat Salleh Rebellion,processed
battle_11856071,Battle of Baguashan,processed
battle_11908317,Battle of Changhsing,processed
battle_21373513,Battle of Chiatung,processed
battle_21373928,Battle of Chiayi,processed
battle_3303643,Battle of Marracuene,processed
battle_6567979,Battle of Yingkou,processed
battle_11953339,Battle of Yunlin-Chiayi,processed
battle_21389693,Hsinchu Campaign,processed
battle_32448832,Menalamba rebellion,processed
battle_10273249,Zeitun rebellion (1895–96),processed
battle_38529295,Battle of San Francisco de Malabon,processed
battle_29372205,Battle of San Juan del Monte,processed
battle_79777206,Battle of Shangi,processed
battle_40019330,Battle of Talisay,processed
battle_38269815,Battles of Batangas,processed
battle_33538540,Khaua-Mbandjeru rebellion,processed
battle_64959910,Battle of Kanjaga,processed
battle_5302014,Battle of Saragarhi,processed
battle_2703485,Tirah campaign,processed
battle_37568657,Battle of Alapan,processed
battle_4228239,Battle of Atbara,processed
battle_1212488,Battle of Cienfuegos,processed
battle_1212686,Battle of Cárdenas,processed
battle_1213422,Battle of El Caney,processed
battle_22892618,Battle of Fajardo,processed
battle_1214252,Battle of Manimani,processed
battle_14684579,Battle of Nipe Bay,processed
battle_1219830,Battle of Tayacoba,processed
battle_4728172,Battle of the Aguadores,processed
battle_1512347,Capture of Guam,processed
battle_28378398,First Battle of Cárdenas,processed
battle_18454689,First Battle of Manzanillo,processed
battle_18346836,Second Battle of Manzanillo,processed
battle_22529006,Second Battle of San Juan (1898),processed
battle_11195608,Siege of Baler,processed
battle_38016809,Siege of Masbate,processed
battle_20004301,Third Battle of Manzanillo,processed
battle_22498502,Third Battle of San Juan (1898),processed
battle_48297738,Battle of Balantang,processed
battle_8066186,Battle of Belmont (1899),processed
battle_3925932,Battle of Elandslaagte,processed
battle_75317900,Battle of Graspan,processed
battle_20119322,Battle of Ladysmith,processed
battle_46762671,Battle of Magdalena River,processed
battle_2070671,Battle of Modder River,processed
battle_36980628,Battle of Olongapo,processed
battle_2974469,Battle of Paete,processed
battle_2981634,Battle of Pagsanjan,processed
battle_32786512,Battle of Senluo Temple,processed
battle_1397929,Battle of Zapote River,processed
battle_1269779,Siege of Ladysmith,processed
battle_42367573,Six-Day War (1899),processed
battle_21420764,Battle of Agusan Hill,processed
battle_55318268,Battle of Boshof,processed
battle_16937613,Battle of Cagayan de Misamis,processed
battle_46714382,Battle of Calidonia Bridge,processed
battle_9389109,Battle of Diamond Hill,processed
battle_75456000,Battle of Helvetia,processed
battle_758532,Battle of Mabitac,processed
battle_1712410,Battle of Makahambus Hill,processed
battle_33892066,Battle of Mazocoba,processed
battle_72031699,Battle of Paye,processed
battle_24054784,Battle of Poplar Grove,processed
battle_1390049,Battle of Pulang Lupa,processed
battle_7648435,Battle of the Taku Forts (1900),processed
battle_80647797,Siege of Beitang,processed
battle_601262,Balangiga massacre,processed
battle_23984386,Battle of Bakenlaagte,processed
battle_20118869,Battle of Groenkop,processed
battle_1762149,Battle of Lonoy,processed
battle_46762690,Battle of San Cristóbal,processed
battle_15868840,Battle of Riyadh,processed
battle_20119703,Battle of Tweebosch,processed
battle_46517546,Battle of Taghit,processed
battle_6740961,British expedition to Tibet,processed
battle_25762365,Kerinci Expedition,processed
battle_2066304,Battle of Dolores River,processed
battle_15621080,Battle of Taraca,processed
battle_2446229,Beagle conflict,processed
battle_4380486,Armenian–Tatar massacres of 1905–1906,processed
battle_23501890,Moscow uprising of 1905,processed
battle_71229402,Sotik Massacre,processed
battle_2986299,Bambatha Rebellion,processed
battle_5357959,First Battle of Bud Dajo,processed
battle_56085786,Battle of Namdaemun,processed
battle_20786250,Bazar Valley campaign,processed
battle_62139894,Hamawand rebellion,processed
battle_63164275,Mohmand Expedition of 1908,processed
battle_1611176,Adana massacre,processed
battle_32023250,Hauran Druze Rebellion,processed
battle_59907738,Zaraniq rebellion (1909–1910),processed
battle_25684806,Sokehs rebellion,processed
battle_23594724,Battle of Changsha (1911),processed
battle_31367434,Battle of Preveza (1911),processed
battle_56338181,Battle of Tripoli (1911),processed
battle_38470630,Magonista rebellion of 1911,processed
battle_10971089,Second Guangzhou Uprising,processed
battle_24405774,Battle of Beirut (1912),processed
battle_72679155,Battle of Chios (1912),processed
battle_2652240,Battle of Elli,processed
battle_31375332,Battle of Kunfuda Bay,processed
battle_72681971,Battle of Lesbos (1912),processed
battle_1700362,Capture of Lemnos,processed
battle_78803043,Ndungutse's rebellion,processed
battle_7699963,West Virginia coal wars,processed
battle_55812366,Battle of El Ksiba,processed
battle_654977,Battle of Lemnos (1913),processed
battle_62430662,Muscat rebellion,processed
battle_55834249,Romanian landings in Bulgaria,processed
battle_75767165,Shiraz expedition,processed
battle_12257413,Adriatic Campaign of World War I,processed
battle_80358881,Aerial combat of 5 October 1914,processed
battle_35203828,Affair of Agbeluvoe,processed
battle_24008426,Atlantic U-boat campaign of World War I,processed
battle_14545001,Battle of Bita Paka,processed
battle_3085688,Battle of Kilimanjaro,processed
battle_24240306,Battle of Messines (1914),processed
battle_44148965,Battle of Mołotków,processed
battle_8908186,Battle of Qurna,processed
battle_18720522,Battle of Sandfontein,processed
battle_38020658,Battle of Ukoko,processed
battle_990829,Battle of Veracruz (1914),processed
battle_25682407,Battle of Zanzibar,processed
battle_62139578,Bitlis uprising (1914),processed
battle_44244084,Black Sea raid,processed
battle_33498478,Bluff War,processed
battle_80200735,Bombing of Warsaw in World War I,processed
battle_23645932,Fanning Raid,processed
battle_4212058,Fao Landing,processed
battle_69857334,Kolongongo War,processed
battle_249183,Ludlow Massacre,processed
battle_70260867,Massacre of Tamines,processed
battle_60652886,Maziua raid,processed
battle_18993668,Mediterranean U-boat campaign of World War I,processed
battle_76996283,North-West Frontier Theatre of WWI,processed
battle_24255943,Operations in the Tochi,processed
battle_7937690,Opposition to World War I,processed
battle_6548197,"Raid on Scarborough, Hartlepool and Whitby",processed
battle_18504059,Raid on Yarmouth,processed
battle_17254057,Siege of Toma,processed
battle_59533236,Truku War,processed
battle_4734887,Winter operations 1914–1915,processed
battle_74682413,1915 Kachin Hills uprising,processed
battle_62386372,1915 uprising in Karbala,processed
battle_77103692,Battle for Height 958,processed
battle_51393901,Battle of Amara,processed
battle_5809606,Battle of Aubers,processed
battle_7963694,Battle of Broken Hill,processed
battle_2468341,Battle of Ctesiphon (1915),processed
battle_193233,Battle of Dogger Bank (1915),processed
battle_12224032,Battle of Durazzo (1915),processed
battle_24013833,Battle of Es Sinn,processed
battle_3619543,Battle of Festubert,processed
battle_28052636,Battle of Fort Dipitié,processed
battle_28053507,Battle of Fort Rivière,processed
battle_4233394,Battle of Gotland,processed
battle_26665691,Battle of Kakamas,processed
battle_28577558,Battle of Kirpen Island,processed
battle_49191034,Battle of Kumkale,processed
battle_417324,Battle of Lone Pine,processed
battle_56317972,Battle of Nasiriyah (1915),processed
battle_38100712,Battle of Ngaundere,processed
battle_25152602,Battle of Otavi,processed
battle_44799021,Battle of Pakosław,processed
battle_422230,Battle of Sari Bair,processed
battle_77148244,Battle of Syniava,processed
battle_25568413,Battle of Trekkopjes,processed
battle_3172057,Bussa rebellion,processed
battle_64427802,Defence of Iwardo,processed
battle_65573360,Defense of Azakh,processed
battle_38565416,First Battle of Jaunde,processed
battle_77328944,Landing at Cape Domesnes,processed
battle_70852360,Mistake Creek massacre,processed
battle_24287695,"Operations against the Mohmands, Bunerwals and Swatis in 1915",processed
battle_63483321,Raid on Porto Buso,processed
battle_3085639,Raid on the Suez Canal,processed
battle_80015468,Sadiavahy Rebellion,processed
battle_38098713,Second Battle of Garua,processed
battle_38565714,Second Battle of Jaunde,processed
battle_72381038,Second battle of Przasnysz,processed
battle_204525,Siege of Kut,processed
battle_15997199,1916 Cochinchina uprising,processed
battle_62394642,1916 uprising in Hilla,processed
battle_1402889,Attacks on the Butte de Warlencourt,processed
battle_1114225,Battle of Bazentin Ridge,processed
battle_40939672,Battle of Bir el Abd,processed
battle_82079410,Battle of Bois des Caures,processed
battle_61857973,Battle of Cinghinarele Island,processed
battle_1254837,Battle of Delville Wood,processed
battle_4212185,Battle of Dujaila,processed
battle_23862754,Battle of Hanna,processed
battle_4563,Battle of Jutland,processed
battle_25576553,Battle of Kahe,processed
battle_25576583,Battle of Kimbaramba,processed
battle_25576558,Battle of Lukigura,processed
battle_25576560,Battle of Matamondo,processed
battle_25576557,Battle of Mkalamo,processed
battle_13974739,Battle of Mont Sorrel,processed
battle_78474125,Battle of Puerto Plata,processed
battle_44189078,Battle of Robănești,processed
battle_42744955,Battle of San Francisco de Macoris,processed
battle_25576563,Battle of Wami,processed
battle_35261722,Battle of Yanbu,processed
battle_66117229,Kermanshah operation,processed
battle_40950218,Raid on Jifjafa,processed
battle_56387530,Raid on Ruse,processed
battle_57065810,Romanian Black Sea Fleet during World War I,processed
battle_74828501,Tipton Zeppelin raid,processed
battle_3918792,Warlord Era,processed
battle_76747712,Air Battle on Istrana,processed
battle_57780408,Barue uprising,processed
battle_3777986,Battle of Aqaba,processed
battle_38262376,Battle of Ayun Kara,processed
battle_142296,Battle of Cambrai (1917),processed
battle_16657153,Battle of Doiran (1917),processed
battle_1341108,Battle of Dover Strait (1917),processed
battle_34419956,Battle of Jaffa (1917),processed
battle_2884358,Battle of Messines (1917),processed
battle_25576596,Battle of Nambanje,processed
battle_25576601,Battle of Narungombe,processed
battle_34724938,Battle of Nebi Samwil,processed
battle_458210,Battle of Rafa,processed
battle_25576599,Battle of Rumbo,processed
battle_70435,Battle of Vimy Ridge,processed
battle_28864790,Golok conflicts (1917–1949),processed
battle_74537728,Kuki Rebellion of 1917–1919,processed
battle_63776896,Operations against the Mahsuds (1917),processed
battle_12898013,Polubotkivtsi uprising,processed
battle_78794685,Raid on Ruhnu (1917),processed
battle_38072526,Raid on the Beersheba to Hafir el Auja railway,processed
battle_501628,Third Battle of Gaza,processed
battle_14026385,Thái Nguyên uprising,processed
battle_40448356,Adubi War,processed
battle_21722164,Battle of Ambos Nogales,processed
battle_52584345,Battle of Antrea,processed
battle_71520679,Battle of Dibrivka,processed
battle_6739447,Battle of Doiran (1918),processed
battle_46939974,Battle of Fismes and Fismette,processed
battle_3939571,Battle of Havrincourt,processed
battle_27989788,Battle of Hijla,processed
battle_6467023,Battle of Kruty,processed
battle_53029100,Battle of Kämärä,processed
battle_53408331,Battle of Länkipohja,processed
battle_7014640,Battle of Moreuil Wood,processed
battle_35211301,Battle of Nablus (1918),processed
battle_21047367,Battle of Rarańcza,processed
battle_54409989,Battle of Ruovesi,processed
battle_78064862,Battle of Seicheprey,processed
battle_76806948,Battle of Sevastopol (1918),processed
battle_4232559,Battle of Skra-di-Legen,processed
battle_52293515,Battle of Syrjäntaka,processed
battle_34878034,Battle of Tabsor,processed
battle_74528052,Battle of Tornio (1918),processed
battle_79425778,Battle of Ushno,processed
battle_44260175,Battle of Valenciennes (1918),processed
battle_80361671,Battle of Vrigne-Meuse,processed
battle_11522411,Battle of the Canal du Nord,processed
battle_1625999,Battle of the Sambre (1918),processed
battle_49022644,Crimea Operation (1918),processed
battle_56038719,First Battle of Morlancourt,processed
battle_30745335,First Battle of the Jordan,processed
battle_10911855,German Caucasus expedition,processed
battle_378834,Greater Poland uprising (1918–1919),processed
battle_2386575,North Russia intervention,processed
battle_65699261,Operations against the Marri and Khetran tribes,processed
battle_60180328,Petsamo expeditions,processed
battle_1593571,Polish–Czechoslovak border conflicts,processed
battle_37555743,Second Battle of Amman,processed
battle_24436088,Second Battle of Bapaume,processed
battle_55563456,Second Battle of Dernancourt,processed
battle_76598809,Second Battle of Mons,processed
battle_56997924,Second Battle of Morlancourt,processed
battle_12987078,Second Ostend Raid,processed
battle_62375986,Siege of Najaf (1918),processed
battle_23726262,Surafend massacre,processed
battle_43630976,Tafas massacre,processed
battle_10885498,Tondern raid,processed
battle_636195,Viena expedition,processed
battle_4764461,World War I,processed
battle_31550904,1918–1920 unrest in Split,processed
battle_50592426,Battle of Alexandrovsky Fort,processed
battle_1532976,Battle of Bereza Kartuska,processed
battle_27205430,Battle of Berezina (1919),processed
battle_38882659,Battle of Bergama,processed
battle_38378794,Battle of Bolshie Ozerki,processed
battle_19876165,Battle of Laagna,processed
battle_47886509,Battle of Novo Litovoskaya,processed
battle_12266161,Battle of Paju,processed
battle_32215696,Battle of Romanovka,processed
battle_38882792,Battle of Tellidede,processed
battle_39873180,Battle of Vystavka,processed
battle_7208646,Jallianwala Bagh massacre,processed
battle_38882706,Raid on Erbeyli,processed
battle_38882727,Raid on Erikli,processed
battle_71574694,Raid on Kronstadt,processed
battle_24316539,Waziristan campaign (1919–1920),processed
battle_32056006,1920–1922 Jabal al-Gharbi civil war,processed
battle_4186619,Battle of Alexandropol,processed
battle_12683086,Battle of Ballinalee,processed
battle_44709420,Battle of Borodzianka,processed
battle_2596813,Battle of Boryspil,processed
battle_44392109,Battle of Chornobyl,processed
battle_65895322,Battle of Fadıl,processed
battle_38997709,Battle of Fengwudong,processed
battle_46470980,Battle of Kanlı Geçit,processed
battle_33976282,Battle of Kock (1920),processed
battle_65623024,Battle of Kovanbaşı,processed
battle_44982589,Battle of Obuchowo,processed
battle_53530675,Battle of Obytichnyi Spit,processed
battle_23227695,Battle of Ossów,processed
battle_47886617,Battle of Posolskeya,processed
battle_1557605,Battle of Qingshanli,processed
battle_35514987,Battle of Tel Hai,processed
battle_31743311,Battle of Urfa,processed
battle_47622174,Dagestan uprising,processed
battle_41950276,Husino rebellion,processed
battle_15185268,Intercommunal conflict in Mandatory Palestine,processed
battle_67546935,Mohammad Khiabani's uprising,processed
battle_25750099,Ruhr uprising,processed
battle_18635386,Battle of Annaberg,processed
battle_3898681,Battle of Blair Mountain,processed
battle_32039986,Kura rebellion,processed
battle_30785,Tulsa race massacre,processed
battle_80099147,Battle of Yurchi,processed
battle_54754661,Rampa Rebellion of 1922,processed
battle_81470033,Siege of Khiva (1922),processed
battle_31707589,Adwan Rebellion,processed
battle_61783913,Alizai rebellion of 1923,processed
battle_73439244,Battle of Babeli,processed
battle_33483191,Posey War,processed
battle_67143009,1924 Kirkuk massacre,processed
battle_76825084,Sirtica campaign (1924),processed
battle_34114281,Taif massacre,processed
battle_49664031,Battle of Rashaya,processed
battle_28886318,Battle of al-Mazraa,processed
battle_42460256,Battle of La Paz Centro,processed
battle_43572968,Battle of Santa Clara (1927),processed
battle_46752610,Battle of Sapotillal,processed
battle_32221751,Battle of Telpaneca,processed
battle_25644881,1928 Ethiopian coup attempt,processed
battle_32247569,Battle of La Flor,processed
battle_32256328,Battle of Las Cruces (1928),processed
battle_2953244,Coniston massacre,processed
battle_41036760,Kongo-Wara rebellion,processed
battle_56132595,Red Spears' uprising in Shandong (1928–1929),processed
battle_74153012,Battle of Unai Pass,processed
battle_62780835,First Battle of Guilin,processed
battle_46830708,Siege of Naco,processed
battle_3079095,Women's War,processed
battle_42441401,Battle of Achuapa,processed
battle_528226,Castellammarese War,processed
battle_27358785,First encirclement campaign against the Eyuwan Soviet,processed
battle_53575154,Second Battle of Mi County,processed
battle_53563856,Second Battle of Nanning,processed
battle_27806991,Sino-Tibetan War of 1930–1932,processed
battle_13922160,Yên Bái mutiny,processed
battle_54228447,1931 Cyprus revolt,processed
battle_61709443,1931 Saudi–Yemeni border skirmish,processed
battle_8034030,Kazym rebellion,processed
battle_62079593,Najran conflict,processed
battle_3620384,Resistance at Nenjiang Bridge,processed
battle_14418802,1932 armed uprising in Mongolia,processed
battle_1274780,Emu War,processed
battle_27358770,Encirclement campaign against the Hunan–Western Hubei Soviet,processed
battle_55633776,Han–Liu War,processed
battle_27891743,Qinghai–Tibet War,processed
